facilityInternal,agencyInternal,stateInternal,company,createdAt,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state
"Sacramento Main Jail","California - Sacramento County Sheriff","CA","ICS","2021-01-07T20:20:42.427Z","Sacramento County Main Jail","651 I St, Sacramento, CA 95814, United States","-121.4975867","38.5828369","Sacramento County","ChIJ87WbpizRmoAR_hatsaah_3g","CA"
"Maguire Correctional Facility","California - San Mateo County Sheriffs Office","CA","ICS","2021-01-07T20:20:52.659Z","Maguire Correctional Facility","300 Bradford St, Redwood City, CA 94063, United States","-122.2317061","37.487997","San Mateo County","ChIJWWEidk2ij4ARMn32p2jVyJY","CA"
"Maple Street Correctional Center","California - San Mateo County Sheriffs Office","CA","ICS","2021-01-07T20:20:55.453Z","Maple Street Correctional Center","Redwood City, CA 94063, United States","-122.2194058","37.4930962","San Mateo County","ChIJL9foXP-ij4ARK1D6pJb2Smo","CA"
"Santa Cruz Main Jail","California - Santa Cruz County Sheriff","CA","ICS","2021-01-07T20:21:05.663Z","County Jail Administration","259 Water St, Santa Cruz, CA 95060, United States","-122.0238627","36.9801354","Santa Cruz County","ChIJCyhg3iRAjoAR2i1XGlVpffA","CA"
"Santa Cruz Farm","California - Santa Cruz County Sheriff","CA","ICS","2021-01-07T20:21:08.456Z","CASFS Farm And Garden","Santa Cruz, CA 95064, United States","-122.0555161","36.9838764","Santa Cruz County","ChIJKQ6o075BjoARwgplmrUUSBA","CA"
"Santa Cruz County Jail","California - Santa Cruz County Sheriff","CA","ICS","2021-01-07T20:21:12.647Z","County Jail Administration","259 Water St, Santa Cruz, CA 95060, United States","-122.0238627","36.9801354","Santa Cruz County","ChIJCyhg3iRAjoAR2i1XGlVpffA","CA"
"Santa Cruz Blaine","California - Santa Cruz County Sheriff","CA","ICS","2021-01-07T20:21:16.232Z","Blaine St","Blaine St, Santa Cruz, CA 95060, USA","-122.0232796","36.9809297","Santa Cruz County","ChIJcyZZzCRAjoAR5ZX7SO-0Jr0","CA"
"Santa Cruz Rountree","California - Santa Cruz County Sheriff","CA","ICS","2021-01-07T20:21:20.056Z","Rountree Ln","Rountree Ln, California 95076, USA","-121.8088207","36.9144547","undefined","ChIJP-PyzYMajoARClYXasFBtdU","CA"
"Stanislaus County Juvenile Hall","California - Stanislaus County Sheriffs Department","CA","ICS","2021-01-07T20:21:29.462Z","Stanislaus County Juvenile Ct","2215 Blue Gum Ave, Modesto, CA 95358, United States","-121.043251","37.6611251","Stanislaus County","ChIJ96sZkZlRkIAR16XL-yOUv5c","CA"
"Stanislaus County REACT Center","California - Stanislaus County Sheriffs Department","CA","ICS","2021-01-07T20:21:32.140Z","Stanislaus County Public Safety Center","200 Hackett Rd, Modesto, CA 95358, United States","-120.9898727","37.5852702","Stanislaus County","ChIJUX7W06qskYARWFlw_kL25Ak","CA"
"Stanislaus County Sheriff Detention Center West","California - Stanislaus County Sheriffs Department","CA","ICS","2021-01-07T20:21:35.452Z","Stanislaus County Men's Jail","1115 H St, Modesto, CA 95354, United States","-120.9965622","37.6402111","Stanislaus County","ChIJI0vkBY1TkIARilDbHL6Ebyw","CA"
"Stanislaus County Juvenile Commitment Facility","California - Stanislaus County Sheriffs Department","CA","ICS","2021-01-07T20:21:39.661Z","Stanislaus County Juvenile Commitment Facility","2215-A Blue Gum Ave, Modesto, CA 95358, United States","-121.043017","37.6622352","Stanislaus County","ChIJOZI13olRkIAR8F1xtrZ7ZXs","CA"
"Stanislaus County Sheriff Detention Center East","California - Stanislaus County Sheriffs Department","CA","ICS","2021-01-07T20:21:42.830Z","Stanislaus County Public Safety Center","200 Hackett Rd, Modesto, CA 95358, United States","-120.9898727","37.5852702","Stanislaus County","ChIJUX7W06qskYARWFlw_kL25Ak","CA"
"Stanilaus County Mens Jail","California - Stanislaus County Sheriffs Department","CA","ICS","2021-01-07T20:21:46.963Z","Stanislaus County Men's Jail","1115 H St, Modesto, CA 95354, United States","-120.9965622","37.6402111","Stanislaus County","ChIJI0vkBY1TkIARilDbHL6Ebyw","CA"
"Minimum Housing 1 & 2","California - Stanislaus County Sheriffs Department","CA","ICS","2021-01-07T20:21:51.799Z","NYC Rent Guidelines Board","1 Centre St # 2210, New York, NY 10007, United States","-74.00354589999999","40.7129057","New York County","ChIJteaKHSJawokRzVVltOP7Wss","CA"
"Tehama County Jail","California - Tehama County Jail","CA","ICS","2021-01-07T20:22:02.056Z","Tehama County Jail","502 Oak St, Red Bluff, CA 96080, United States","-122.2367612","40.1755757","Tehama County","ChIJYzT5BryDgoAR7r3252aS6d0","CA"
"Adams County Sheriffs Dept","Colorado - Adams County","CO","ICS","2021-01-07T20:22:12.963Z","Adams County Sheriff's Office","4430 S Adams County Pkwy 1st Floor, Suite W5400, Brighton, CO 80601, United States","-104.8127221","39.9236082","Adams County","ChIJvXTV8idtbIcRCHj8G0QDB88","CO"
"Larimer Community Corrections","Colorado - Larimer County Criminal Justice Services Division","CO","ICS","2021-01-07T20:22:22.261Z","Larimer County Community Corrections","2255 Midpoint Dr, Fort Collins, CO 80525, United States","-105.0359036","40.5648652","Larimer County","ChIJyd-MuS1LaYcReuutym6uWlI","CO"
"Larimer County Alternative Sentencing","Colorado - Larimer County Criminal Justice Services Division","CO","ICS","2021-01-07T20:22:25.334Z","Larimer County Alternative Sentencing","2307 Midpoint Dr, Fort Collins, CO 80525, United States","-105.0351942","40.5644792","Larimer County","ChIJCdCsxFJLaYcR3slVUsffOkc","CO"
"Larimer County Detention Center","Colorado - Larimer County Jail","CO","ICS","2021-01-07T20:22:36.360Z","Larimer County Jail","2405 Midpoint Dr, Fort Collins, CO 80525, United States","-105.033295","40.5642319","Larimer County","ChIJKcEIRy1LaYcR4IAPXUNC8w4","CO"
"Mesa County Detention Facility","Colorado - Mesa County Sheriffs Office","CO","ICS","2021-01-07T20:22:46.061Z","Mesa County Sheriff's Office","215 Rice St, Grand Junction, CO 81501, United States","-108.5735321","39.0686447","Mesa County","ChIJrdOd4vQcR4cRq5j0OXPhXwk","CO"
"Mesa County Criminal Justice  - Powell","Colorado - Mesa County Sheriffs Office","CO","ICS","2021-01-07T20:22:48.788Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Bridger","Colorado - Mesa County Sheriffs Office","CO","ICS","2021-01-07T20:22:52.133Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Chipeta","Colorado - Mesa County Sheriffs Office","CO","ICS","2021-01-07T20:22:56.138Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Escalante","Colorado - Mesa County Sheriffs Office","CO","ICS","2021-01-07T20:23:00.139Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Detention Facility","Colorado - Mesa County Criminal Justice - Powell","CO","ICS","2021-01-07T20:23:10.062Z","Mesa County Sheriff's Office","215 Rice St, Grand Junction, CO 81501, United States","-108.5735321","39.0686447","Mesa County","ChIJrdOd4vQcR4cRq5j0OXPhXwk","CO"
"Mesa County Criminal Justice  - Powell","Colorado - Mesa County Criminal Justice - Powell","CO","ICS","2021-01-07T20:23:14.231Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Bridger","Colorado - Mesa County Criminal Justice - Powell","CO","ICS","2021-01-07T20:23:18.557Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Chipeta","Colorado - Mesa County Criminal Justice - Powell","CO","ICS","2021-01-07T20:23:21.656Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Escalante","Colorado - Mesa County Criminal Justice - Powell","CO","ICS","2021-01-07T20:23:27.858Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Detention Facility","Colorado - Mesa County Criminal Justice - Bridger","CO","ICS","2021-01-07T20:23:38.959Z","Mesa County Sheriff's Office","215 Rice St, Grand Junction, CO 81501, United States","-108.5735321","39.0686447","Mesa County","ChIJrdOd4vQcR4cRq5j0OXPhXwk","CO"
"Mesa County Criminal Justice  - Powell","Colorado - Mesa County Criminal Justice - Bridger","CO","ICS","2021-01-07T20:23:41.417Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Bridger","Colorado - Mesa County Criminal Justice - Bridger","CO","ICS","2021-01-07T20:23:44.571Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Chipeta","Colorado - Mesa County Criminal Justice - Bridger","CO","ICS","2021-01-07T20:23:48.862Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Escalante","Colorado - Mesa County Criminal Justice - Bridger","CO","ICS","2021-01-07T20:23:53.344Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Detention Facility","Colorado - Mesa County Criminal Justice - Chipeta","CO","ICS","2021-01-07T20:24:05.891Z","Mesa County Sheriff's Office","215 Rice St, Grand Junction, CO 81501, United States","-108.5735321","39.0686447","Mesa County","ChIJrdOd4vQcR4cRq5j0OXPhXwk","CO"
"Mesa County Criminal Justice  - Powell","Colorado - Mesa County Criminal Justice - Chipeta","CO","ICS","2021-01-07T20:24:09.450Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Bridger","Colorado - Mesa County Criminal Justice - Chipeta","CO","ICS","2021-01-07T20:24:13.972Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Chipeta","Colorado - Mesa County Criminal Justice - Chipeta","CO","ICS","2021-01-07T20:24:17.928Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Escalante","Colorado - Mesa County Criminal Justice - Chipeta","CO","ICS","2021-01-07T20:24:22.645Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Detention Facility","Colorado - Mesa County Criminal Justice - Escalante","CO","ICS","2021-01-07T20:24:33.581Z","Mesa County Sheriff's Office","215 Rice St, Grand Junction, CO 81501, United States","-108.5735321","39.0686447","Mesa County","ChIJrdOd4vQcR4cRq5j0OXPhXwk","CO"
"Mesa County Criminal Justice  - Powell","Colorado - Mesa County Criminal Justice - Escalante","CO","ICS","2021-01-07T20:24:36.733Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Bridger","Colorado - Mesa County Criminal Justice - Escalante","CO","ICS","2021-01-07T20:24:40.854Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"MESQUITE CITY POLICE DEPT","","NV","SECURUS","2021-01-09T00:23:38.519Z","Mesquite Police Department","695 Mayan Cir, Mesquite, NV 89027, United States","-114.0890153","36.8221349","Clark County","ChIJsz5OQQQryoARG40m5XPRdGo","NV"
"Mesa County Criminal Justice - Chipeta","Colorado - Mesa County Criminal Justice - Escalante","CO","ICS","2021-01-07T20:24:44.056Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Mesa County Criminal Justice - Escalante","Colorado - Mesa County Criminal Justice - Escalante","CO","ICS","2021-01-07T20:24:47.330Z","Mesa County Criminial Justice","636 South Ave, Grand Junction, CO 81501, United States","-108.5621814","39.06368459999999","Mesa County","ChIJDaNrhGYcR4cR02lKIRaubvA","CO"
"Delaware County Jail","Ohio - Delaware County Sheriffs Office","DE","ICS","2021-01-07T20:25:03.690Z","Delaware County Sheriff","201 W Front St, Media, PA 19063, United States","-75.39127599999999","39.9197128","Delaware County","ChIJYf1YjgjpxokRTPMnDnGMVDE","DE"
"GEO South Bay Correctional Facility","Florida - GEO South Bay Correctional Facility","FL","ICS","2021-01-07T20:25:15.789Z","South Bay Correctional Facility","600 US-27, South Bay, FL 33493, United States","-80.71873060000001","26.6577441","Palm Beach County","ChIJ7UdB_uBZ2YgRS5pP9vUneno","FL"
"Hamilton County Sheriff","Florida - Hamilton County","FL","ICS","2021-01-07T20:25:24.763Z","Hamilton County Sheriff's Office","3995 Co Rd 51, Jasper, FL 32052, United States","-82.9414029","30.5262629","Hamilton County","ChIJ-Tu_2y397ogRHGynMnenDYg","FL"
"Hernando County","Florida - Hernando County","FL","ICS","2021-01-07T20:25:32.993Z","Hernando County","Hernando County, FL, USA","-82.4752757","28.5578826","Hernando County","ChIJYW9IKOH754gR_4iRE0VRW9o","FL"
"Transition House","Florida - Kissimmee County/Transition House","FL","ICS","2021-01-07T20:25:41.666Z","The Transition House, Inc. - Residential Program","3800 5th St, St Cloud, FL 34769, United States","-81.3113594","28.2536829","Osceola County","ChIJEX8wIaeP3YgRkhSwEFf2qUk","FL"
"Lafayette","Florida - Lafayette County","FL","ICS","2021-01-07T20:25:51.151Z","Lafayette County","Lafayette County, FL, USA","-83.2077645","30.0299573","Lafayette County","ChIJgcketiYz6YgR5oQe9Dio1l4","FL"
"Main Detention Center","Florida - Monroe County Sheriff","FL","ICS","2021-01-07T20:25:58.957Z","Palm Beach County Main Detention Center","3228 Gun Club Rd, West Palm Beach, FL 33406, United States","-80.0925287","26.6703543","Palm Beach County","ChIJ71NwntnX2IgR9L6fTFEEKyA","FL"
"Marathon Detention Center","Florida - Monroe County Sheriff","FL","ICS","2021-01-07T20:26:01.159Z","Monroe County Detention Facility","3981 Ocean Terrace, Marathon, FL 33050, United States","-81.0878422","24.7115465","Monroe County","ChIJCwfZ7Lbe0IgRHc0WScIvVBY","FL"
"Plantation Detention Center","Florida - Monroe County Sheriff","FL","ICS","2021-01-07T20:26:04.856Z","Plantation Key Detention Center","53 High Point Rd, Tavernier, FL 33070, United States","-80.55140639999999","24.9797769","Monroe County","ChIJCXLjmqk414gRFVJ4Kt_syl0","FL"
"Osceola County Correctional Facility","Florida - Osceola County Corrections","FL","ICS","2021-01-07T20:26:13.164Z","Osceola County Corrections Department","402 Simpson Rd, Kissimmee, FL 34744, United States","-81.3524024","28.2955821","Osceola County","ChIJuT8vQOWF3YgRqL0g1GmKK6w","FL"
"Land O Lakes Detention Center","Florida - Pasco County Sheriff","FL","ICS","2021-01-07T20:26:21.261Z","Pasco County Jail","20101 Central Blvd, Land O' Lakes, FL 34637, United States","-82.4831272","28.3061729","Pasco County","ChIJez0sckCjwogRhJdjZD701qw","FL"
"Volusia County Correctional Facility","Florida - Volusia County","FL","ICS","2021-01-07T20:26:28.369Z","Volusia County Correctional Facility","1354 Indian Lake Rd, Daytona Beach, FL 32124, United States","-81.1460511","29.1389955","Volusia County","ChIJEadE5Ozf5ogRScjCP-UHsI8","FL"
"Volusia County Branch Jail","Florida - Volusia County","FL","ICS","2021-01-07T20:26:31.055Z","Volusia County Jail","1300 Red John Dr, Daytona Beach, FL 32124, United States","-81.14938719999999","29.1410329","Volusia County","ChIJKy8gRe7f5ogRq1FMxKqw7H4","FL"
"JAOT - offsite housing","Florida - Volusia County","FL","ICS","2021-01-07T20:26:35.137Z","Off Campus Housing","1550 Melvin St, Tallahassee, FL 32301, United States","-84.28383699999999","30.427231","Leon County","ChIJL5fnx2n17IgRR0KpXeK7IQM","FL"
"Washington County Jail","Florida - Washington County Sheriffs Office","FL","ICS","2021-01-07T20:26:44.472Z","Washington County Jail Administration","1100 Brickyard Rd, Chipley, FL 32428, United States","-85.52224","30.765181","Washington County","ChIJSbJ6sX0Bk4gRQv6CLJSoCrk","FL"
"Treasure Coast Forensic Treatment Center","Florida - Wellpath Treasure Coast Forensic Treatment Center","FL","ICS","2021-01-07T20:26:53.074Z","Treasure Coast Forensic Treatment Center","96 SW Allapatah Rd, Indiantown, FL 34956, United States","-80.4828496","27.2045509","Martin County","ChIJ74nMZsa43ogRMaWDDmkQp5g","FL"
"Bartow County Jail","Georgia - Bartow County Sheriffs Office","GA","ICS","2021-01-07T20:27:02.957Z","Bartow County Sheriff's Office","104 Zena Dr, Cartersville, GA 30121, United States","-84.77819819999999","34.1914749","Bartow County","ChIJ6QEz4o5P9YgRjUnWYnzPH5o","GA"
"Bulloch County Prison","Georgia - Bulloch County","GA","ICS","2021-01-07T20:27:10.663Z","Bulloch County Sheriff Department","17301 US-301 N, Statesboro, GA 30458, United States","-81.7670538","32.4667672","Bulloch County","ChIJ8xVBFbk4-ogRbeOGY6YhJyM","GA"
"Carroll County Prison","Georgia - Carroll County Prison","GA","ICS","2021-01-07T20:27:18.169Z","Carroll County Prison","96 Horsley Mill Rd, Carrollton, GA 30117, United States","-85.0463552","33.578784","Carroll County","ChIJg8ctFO0ui4gR_SYuWQXjnD0","GA"
"City of Atlanta Jail","Georgia - City of Atlanta","GA","ICS","2021-01-07T20:27:25.659Z","Fulton County Jail","901 Rice St NW, Atlanta, GA 30318, United States","-84.4236554","33.7789069","Fulton County","ChIJU-BtMLkE9YgRMJSE1nQh0jE","GA"
"Coweta County Prison","Georgia - Coweta County","GA","ICS","2021-01-07T20:27:33.167Z","Coweta County Jail","560 Greison Trail, Newnan, GA 30263, United States","-84.7834839","33.3818445","Coweta County","ChIJ7xKkmIXI9IgRTR4O359PR5s","GA"
