FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,SHAPE_Length,SHAPE_Area,LONGITUDE,LATITUDE
52,10005544,ITAWAMBA COUNTY JAIL,201 SOUTH CUMMINGS STREET,FULTON,MS,38843,-999,(662) 862-3401,COUNTY,OPEN,-999,ITAWAMBA,28057,USA,922140,CORRECTIONAL INSTITUTIONS,http://itawambacoms.com/sheriff/,2018/03/28 00:00:00,IMAGERY/OTHER,2020/01/07 00:00:00,http://itawambacoms.com/sheriff/,NOT AVAILABLE,-999,0.00163711273015,197.622681332751,1.22127622946e-07,-88.408808808,34.272667314500055
53,10003477,MILLARD COUNTY JAIL / SHERIFF,765 S HWY 99,FILLMORE,UT,84631,-999,(435) 743-5585,COUNTY,OPEN,-999,MILLARD,49027,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.millardsheriff.org/information/jail-visiting-rules,2018/05/02 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://www.millardsheriff.org/information/jail-visiting-rules,NOT AVAILABLE,-999,0.00376387931567,471.809689513451,5.23559177103e-07,-112.3393349245,38.95328061650005
54,10004265,JACKSON COUNTY ADULT DETENTION CENTER,65 BRUCE EVANS DR.,PASCAGOULA,MS,39567,-999,(228) 769-3211,COUNTY,OPEN,309,JACKSON,28059,USA,922140,CORRECTIONAL INSTITUTIONS,https://sheriff.co.jackson.ms.us/369/Detention-Center,2018/03/28 00:00:00,IMAGERY/OTHER,2020/01/07 00:00:00,https://www.co.jackson.ms.us/officials/sheriff/,MAXIMUM,-999,0.00549853663611,660.924761418813,1.130622182e-06,-88.54674164849996,30.373067706500102
55,10000729,YOUTH FORESTRY CAMP #3,4534 TARKILN ROAD,JAMES CREEK,PA,16657,-999,(814) 658-3492,STATE,OPEN,24,HUNTINGDON,42061,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.dhs.pa.gov/Services/Children/Pages/Forestry-Programs.aspx,2015/08/12 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,https://www.dhs.pa.gov/Services/Children/Pages/Forestry-Programs.aspx,JUVENILE,50,0.0128657391144,1569.23380100441,6.98455128607e-06,-78.1224205759999,40.310889099
56,10001994,BEXAR COUNTY ADULT DETENTION CENTER ANNEX,222 S COMAL ST,SAN ANTONIO,TX,78207,-999,(210) 335-5401,COUNTY,OPEN,-999,BEXAR,48029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bexar.org/2562/Adult-Detention-Bureau,2018/04/25 00:00:00,IMAGERY/OTHER,2020/02/11 00:00:00,https://www.bexar.org/749/Adult-Detention-Center-Facility,MEDIUM,1733,0.00602148171502,733.330159461243,1.66381360461e-06,-98.50786717399995,29.4292311750001
57,10003452,WEBER COUNTY JAIL / SHERIFF,721 W 12TH ST,OGDEN,UT,84404,-999,(801) 778-6700,COUNTY,OPEN,992,WEBER,49057,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.webercountyutah.gov/sheriff/corrections/,2018/05/03 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,http://www.webercountyutah.gov/sheriff/corrections/,MAXIMUM,888,0.0064814909917,837.392170917283,1.70700588722e-06,-111.993609378,41.2400743130001
58,10003471,WASATCH COUNTY JAIL,1361 S US HWY 40,HEBER CITY,UT,84032,-999,(435) 657-1619,COUNTY,OPEN,65,WASATCH,49051,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.wasatch.utah.gov/Sheriff#65537-corrections-and-court-security-jail,2017/10/06 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://www.wasatch.utah.gov/Sheriff#65537-corrections-and-court-security-jail,NOT AVAILABLE,-999,0.00410049250456,521.402292165559,6.57752790301e-07,-111.408955178,40.49048593100005
59,10002616,UTAH COUNTY JAIL,3075 N MAIN ST,SPANISH FORK,UT,84660,-999,(801) 851-4210,FEDERAL,OPEN,689,UTAH,49049,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ice.gov/detention-facility/utah-county-jail,2018/05/03 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://www.ice.gov/detention-facility/utah-county-jail,MAXIMUM,1019,0.0101826757674,1283.55175300545,2.21542108859e-06,-111.65968237550001,40.1489191575
60,10003450,WEBER COUNTY JAIL - KIESEL FACILITY,370 26TH ST,OGDEN,UT,84401,-999,(801) 778-6700,COUNTY,OPEN,-999,WEBER,49057,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.webercountyutah.gov/sheriff/corrections/,2018/05/03 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,http://www.webercountyutah.gov/sheriff/corrections/,MINIMUM,300,0.00279634000003,354.291200011969,2.99484685011e-07,-111.97181611100001,41.219501634
61,10003486,SOUTHWEST UTAH YOUTH CENTER,270 E 1600 N,CEDAR CITY,UT,84720,-999,(435) 867-2500,STATE,OPEN,13,IRON,49021,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/south-west-utah-youth-center,2020/02/20 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://hs.utah.gov/resource/south-west-utah-youth-center,JUVENILE,20,0.00426126110184,541.4610543288,5.08757095743e-07,-113.057165971,37.70676140900005
62,10003455,FARMINGTON BAY YOUTH CENTER,907 W CLARK LANE,FARMINGTON,UT,84025,-999,(801) 538-4171,STATE,OPEN,21,DAVIS,49011,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/farmington-bay-youth-center,2020/02/20 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://hs.utah.gov/resource/farmington-bay-youth-center,JUVENILE,42,0.00373273277373,475.698687506464,5.25051011967e-07,-111.9070178985,40.98124800750005
63,10006452,POTTER COUNTY INIFIRMARY,13100 NE 29TH,AMARILLO,TX,79111,-999,NOT AVAILABLE,COUNTY,OPEN,-999,POTTER,48375,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.pottercountysheriff.org/index.htm,2018/05/01 00:00:00,UNVERIFIED,2020/02/27 00:00:00,http://www.pottercountysheriff.org/index.htm,NOT AVAILABLE,27,0.00446723633587,550.887793958171,1.24513893766e-06,-101.66755848849999,35.2431742185001
64,10003380,VAN WERT COUNTY CORRECTIONAL FACILITY,204 N WASHINGTON ST,VAN WERT,OH,45891,-999,(419) 238-3866,COUNTY,OPEN,-999,VAN WERT,39161,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.vanwertcountysheriff.com/corrections.asp,2018/04/12 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,http://www.vanwertcountysheriff.com/corrections.asp,NOT AVAILABLE,78,0.00263327917869,320.38510304982,2.25262013031e-07,-84.58214727399995,40.870873200000105
65,10004381,YOUNG COUNTY JAIL,315 NORTH CLIFF DRIVE,GRAHAM,TX,76450,-999,(940) 549-1550,COUNTY,OPEN,50,YOUNG,48503,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, https://texasjailproject.org/list_of_county_jails/, http://www.co.young.tx.us/page/young.Sheriff",2018/03/01 00:00:00,IMAGERY/OTHER,2020/03/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,144,0.00344592718612,421.640802704288,5.54270702943e-07,-98.567299196,33.120258690499995
66,10006808,DOUGLAS COUNTY JAIL / SHERIFF,209 SE 2ND AVE,AVA,MO,65608,-999,(417) 683-1020,COUNTY,OPEN,31,DOUGLAS,29067,USA,922140,CORRECTIONAL INSTITUTIONS,http://dcsosheriff.com/?fbclid=IwAR2C9bpijzV8OMRswEkFjpPl7IZvvVMQOfFl85q2PSNrdT5mqaWYBX7gofc,2018/03/26 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,https://www.facebook.com/Douglas-County-Mo-Sheriff-232971497207270/,NOT AVAILABLE,-999,0.000963991323522,122.293366286575,5.7351588838e-08,-92.65903696899991,36.95133624550005
67,10001628,FRANKLIN COUNTY DETENTION FACILITY,1 BRUNS DRIVE,UNION,MO,63084,-999,(636) 583-2560 EXT 224,COUNTY,OPEN,132,FRANKLIN,29071,USA,922140,CORRECTIONAL INSTITUTIONS,https://franklincountymosheriff.com/detention,2018/03/26 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,http://franklincountymosheriff.com/,MAXIMUM,130,0.00384045311864,488.070910372976,7.68920402859e-07,-90.9918567685,38.45893013450009
68,10001634,GREENE COUNTY JAIL,1000 N BOONVILLE AVE,SPRINGFIELD,MO,65802,-999,(417) 868-4048,COUNTY,OPEN,714,GREENE,29077,USA,922140,CORRECTIONAL INSTITUTIONS,https://greenecountymo.gov/sheriff/division/detention/jailtracker.php,2018/03/26 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,https://greenecountymo.gov/sheriff/,MAXIMUM,610,0.00345238373087,431.43606299041,5.1448520996e-07,-93.29178033599996,37.218540391000104
69,10003460,DECKER LAKE YOUTH CENTER,2310 W 2770 S,WEST VALLEY CITY,UT,84119,-999,(801) 954-9200,STATE,OPEN,18,SALT LAKE,49035,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/decker-lake-youth-center,2020/02/20 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://hs.utah.gov/resource/decker-lake-youth-center,JUVENILE,30,0.00677987533521,840.309715158843,1.22958119829e-06,-111.950029747,40.708623997000004
70,10003570,ROGERS COUNTY JAIL/AMOS G WARD DETENTION FACILITY,201 S CHEROKEE AVE,CLAREMORE,OK,74017,-999,(918) 342-9700,COUNTY,OPEN,280,ROGERS,40131,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.rcsheriff.org/,2018/04/16 00:00:00,IMAGERY/OTHER,2020/01/21 00:00:00,http://www.rcsheriff.org/,NOT AVAILABLE,-999,0.00275538772652,344.712835673534,3.7464511131e-07,-95.614955452,36.3104509295001
71,10003488,DIXIE AREA DETENTION CENTER / GATEWAY YOUTH CENTER,330 S 5300 W,HURRICANE,UT,84737,-999,(435) 627-2800,STATE,OPEN,10,WASHINGTON,49053,USA,922140,CORRECTIONAL INSTITUTIONS,https://jjs.utah.gov/services/detention,2020/02/20 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://jjs.utah.gov/services/detention,JUVENILE,40,0.00363510318457,445.602750061785,6.86677112377e-07,-113.4100888365,37.160396007500054
72,10003090,SHUMAN JUVENILE DETENTION CENTER,7150 HIGHLAND DRIVE,PITTSBURGH,PA,15206,-999,(412) 661-6806,COUNTY,OPEN,60,ALLEGHENY,42003,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.alleghenycounty.us/shuman/prison-rape-elimination-act-(prea).aspx,2017/06/13 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,http://www.alleghenycounty.us/shuman/index.aspx,JUVENILE,120,0.00919115725014,1145.18271870688,3.6393871552e-06,-79.90323098249999,40.48173367800005
73,10003483,CANYONLANDS YOUTH HOME,244 W OLD RUIN RD,BLANDING,UT,84511,-999,(435) 678-3140,STATE,OPEN,3,SAN JUAN,49037,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/canyonlands-youth-center,2020/02/20 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://hs.utah.gov/resource/canyonlands-youth-center,JUVENILE,16,0.00380026133516,477.735036227275,3.50832848703e-07,-109.4824977735,37.603596572500095
74,10003472,SLATE CANYON YOUTH CENTER,1991 S STATE ST,PROVO,UT,84606,-999,(810) 342-7840,STATE,OPEN,43,UTAH,49049,USA,922140,CORRECTIONAL INSTITUTIONS,https://jjs.utah.gov/resource/slate-canyon-youth-center-2,2020/02/20 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://jjs.utah.gov/resource/slate-canyon-youth-center-2,JUVENILE,70,0.00440162001326,570.209872135595,1.04686923126e-06,-111.628519573,40.2077985615001
75,10003479,CENTRAL UTAH YOUTH CENTER,449 NO. HIGHWAY 89,RICHFIELD,UT,84701,-999,(435) 893-2340,STATE,OPEN,4,SEVIER,49041,USA,922140,CORRECTIONAL INSTITUTIONS,https://jjs.utah.gov/resource/central-utah-youth-center-2,2020/02/20 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://jjs.utah.gov/resource/central-utah-youth-center-2,JUVENILE,16,0.00423739508587,532.652849268429,4.23032850094e-07,-112.06854034599999,38.77470396700005
76,10002709,YOUTH CENTER OF THE HIGH PLAINS,9300 S GEORGIA,AMARILLO,TX,79118,-999,(806) 468-5708,COUNTY,OPEN,-999,RANDALL,48381,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.rcjj.org/welcome,2018/05/01 00:00:00,IMAGERY/OTHER,2020/03/04 00:00:00,http://www.rcjj.org/welcome,JUVENILE,86,0.00882567416335,1106.4091421764,3.0129442519e-06,-101.867730842,35.11449481850005
77,10003435,WARREN COUNTY JAIL,550 JUSTICE DR,LEBANON,OH,45036,-999,(513) 695-1280,COUNTY,OPEN,295,WARREN,39165,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.wcsooh.org/,2018/04/12 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://www.wcsooh.org/,MAXIMUM,280,0.00889112794397,1085.57254043486,2.50007748123e-06,-84.1985966315,39.426724361
78,10005512,DAVIDSON COUNTY DETENTION FACILITY,110 WEST CENTER STREET,LEXINGTON,NC,27292,-999,(336) 242-2140,COUNTY,OPEN,280,DAVIDSON,37057,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.davidson.nc.us/445/Active-Inmates,2018/04/02 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,https://www.co.davidson.nc.us/445/Active-Inmates,NOT AVAILABLE,283,0.00447646686372,548.12002897536,7.23028925336e-07,-80.25458422399996,35.82622882150005
79,10005382,HARRISON COUNTY JAIL / SHERIFF,1501 CENTRAL STREET,BETHANY,MO,64424,-999,(660) 425-3199,COUNTY,OPEN,-999,HARRISON,29081,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.harrisoncountysheriffmo.org/page.php?id=9,2018/03/26 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,http://harrisoncountysheriffmo.org/,NOT AVAILABLE,42,0.00126764814035,157.596526762304,8.64288497507e-08,-94.03534573249995,40.269578136
80,10005395,HENRY COUNTY JAIL / SHERIFF,200 N. MAIN ST.,CLINTON,MO,64735,-999,(660) 885-7307,COUNTY,OPEN,90,HENRY,29083,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.hcd.hcsomo.com/,2018/03/26 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,http://www.hcsomo.com/index.html,NOT AVAILABLE,112,0.00236851339534,291.703652725311,2.40189732549e-07,-93.77560502049995,38.3726482245
81,10001702,SANPETE COUNTY JAIL,1500 S HWY 89,MANTI,UT,84642,-999,(435) 835-2191,COUNTY,OPEN,-999,SANPETE,49039,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.sanpetesheriff.org/Jail_Division.html,2018/05/03 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://www.sanpetesheriff.org/Jail_Division.html,NOT AVAILABLE,128,0.00352791126266,441.030285383025,3.97442485555e-07,-111.6451999395,39.24781093450005
82,10002185,MANATEE COUNTY STOCKADE COMPLEX,14494 HARLEE RD,PALMETTO,FL,34221,-999,NOT AVAILABLE,COUNTY,OPEN,-999,MANATEE,12081,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.manateesheriff.com/Bureaus/JailInformation,2020/05/28 00:00:00,IMAGERY,2019/12/12 00:00:00,NOT AVAILABLE,MINIMUM,420,0.00923666765229,1099.75435547677,1.8482717777e-06,-82.5385427474999,27.64365358600005
83,10003469,UINTAH COUNTY JAIL,641 E 300 S,VERNAL,UT,84078,-999,(435) 781-1300,COUNTY,OPEN,-999,UINTAH,49047,USA,922140,CORRECTIONAL INSTITUTIONS,https://co.uintah.ut.us/residents/uintah_county_jail.php,2018/05/03 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://co.uintah.ut.us/residents/uintah_county_jail.php,NOT AVAILABLE,-999,0.00458677587668,579.634108723585,8.47875567258e-07,-109.515635113,40.452865035
84,10003427,WASHINGTON COUNTY JAIL,101 WESTVIEW AVE,MARIETTA,OH,45750,-999,(740) 374-7677,COUNTY,OPEN,126,WASHINGTON,39167,USA,922140,CORRECTIONAL INSTITUTIONS,https://washingtoncountysheriff.org/jail/,2018/04/12 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://washingtoncountysheriff.org/jail/,NOT AVAILABLE,124,0.00327711393124,408.855861807931,4.1645369897e-07,-81.47590675899991,39.42816187050005
85,10006838,WASHINGTON COUNTY JUVENILE CENTER,1699 COLEGATE DRIVE,MARIETTA,OH,45750,-999,(740) 374-7453,COUNTY,OPEN,-999,WASHINGTON,39167,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.washingtongov.org/310/Juvenile-Center,2018/04/12 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://www.washingtongov.org/310/Juvenile-Center,JUVENILE,25,0.00218063089101,266.360336599401,1.75902048601e-07,-81.45814001549999,39.4414653210001
86,10003454,SUMMIT COUNTY CORRECTIONS / JUSTICE CENTER,6300 JUSTICE CENTER RD,PARK CITY,UT,84098,-999,(435) 615-3723,COUNTY,OPEN,59,SUMMIT,49043,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.summitcountysheriff.org/contact-the-jail/,2018/05/03 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://www.summitcountysheriff.org/contact-the-jail/,NOT AVAILABLE,-999,0.00674762656275,835.903493215389,1.22345810626e-06,-111.4786560845,40.7202364400001
87,10003482,SAN JUAN COUNTY JAIL / SHERIFF'S OFFICE,297 S MAIN ST,MONTICELLO,UT,84535,-999,NOT AVAILABLE,COUNTY,OPEN,-999,SAN JUAN,49037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sanjuansheriff.org/resources/,2018/05/03 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,http://www.sanjuansheriff.org/,NOT AVAILABLE,120,0.00214532440232,267.352253962894,2.41748482632e-07,-109.342232373,37.868717074
88,10005448,RICH COUNTY JAIL,20 S MAIN ST,RANDOLPH,UT,84064,-999,NOT AVAILABLE,COUNTY,OPEN,-999,RICH,49033,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.richcountyut.org/sheriff/,2016/03/07 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://www.richcountyut.org/sheriff/,NOT AVAILABLE,-999,0.00120836546551,164.937108364779,8.09655476504e-08,-111.184492029,41.6650731070001
89,10005510,DAVIE COUNTY DETENTION CENTER,135 GREEN STREET,MOCKSVILLE,NC,27028,-999,(336) 753-6647,COUNTY,OPEN,-999,DAVIE,37059,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,2018/04/02 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,https://dcsonc.com/davie-detention-center.html,NOT AVAILABLE,72,0.00458344196928,571.562459734269,7.97401648905e-07,-80.592431167,35.8817740665
90,10005880,IRON COUNTY JAIL,220 SOUTH SHEPHERD STREET,IRONTON,MO,63650,-999,(573) 546-7051,COUNTY,OPEN,-999,IRON,29093,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.icsomo.org/page.php?id=5,2018/03/26 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,https://www.icsomo.org/,NOT AVAILABLE,-999,0.00122585256074,148.666670773962,7.47481455476e-08,-90.628990802,37.59752692150005
91,10006809,JACKSON COUNTY REGIONAL CORRECTIONAL CENTER,505 E. 13TH STREET,KANSAS CITY,MO,64106,-999,(816) 881-4200,COUNTY,OPEN,139,JACKSON,29095,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.jacksongov.org/201/Corrections,2018/03/26 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,http://www.jacksongov.org/201/Corrections,NOT AVAILABLE,-999,0.00153200562458,191.799388028777,1.1142502736e-07,-94.5770902714999,39.098162734000056
92,10001762,DURHAM COUNTY DETENTION FACILITY,219 S MANGUM ST,DURHAM,NC,27701,-999,(919) 560-0912,COUNTY,OPEN,494,DURHAM,37063,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.durhamsheriff.com/services/detention-services,2018/04/02 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,https://www.durhamsheriff.com/services/detention-services,MAXIMUM,736,0.00615442717158,735.907675177651,1.0504945039e-06,-78.90074095399996,35.993087363
93,10003464,"UTAH STATE PRISON, DRAPER - NORTH COMPLEX",WEST 13800 SOUTH,DRAPER,UT,84020,-999,(801) 576-7000,STATE,OPEN,994,SALT LAKE,49035,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.utah.gov/index.php/family-friends/prison-facilities/utah-state-prison,2020/02/20 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://corrections.utah.gov/index.php/family-friends/prison-facilities/utah-state-prison,MAXIMUM,2000,0.0283235852297,3684.6272749866,2.03282838195e-05,-111.8965273355,40.49783803850005
94,10003465,"UTAH STATE PRISON, DRAPER - SOUTH COMPLEX",14425 BITTERBRUSH LANE,DRAPER,UT,84020,-999,(801) 576-7000,STATE,OPEN,1839,SALT LAKE,49035,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.utah.gov/index.php/family-friends/prison-facilities/utah-state-prison,2018/01/17 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://corrections.utah.gov/index.php/family-friends/prison-facilities/utah-state-prison,MAXIMUM,2450,0.0354241766791,4509.74519949864,2.43933657921e-05,-111.9015169515,40.490566422500095
95,10003379,WAYNE COUNTY JAIL,201 W NORTH ST,WOOSTER,OH,44691,-999,(330) 287-5770,COUNTY,OPEN,270,WAYNE,39169,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.waynecountysheriff.com/wayne-county-jail,2018/04/12 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://www.waynecountysheriff.com/wayne-county-jail,NOT AVAILABLE,-999,0.0020224215735,255.80187259209,1.95780020023e-07,-81.94243029149999,40.7994071280001
96,10003361,WOOD COUNTY JUSTICE CENTER,1960 E GYPSY LANE RD,BOWLING GREEN,OH,43402,-999,(419) 354-7744,COUNTY,OPEN,158,WOOD,39173,USA,922140,CORRECTIONAL INSTITUTIONS,http://woodcountysheriff.com/justice-center/about-the-justice-center/,2018/04/12 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,http://woodcountysheriff.com/justice-center/about-the-justice-center/,MAXIMUM,224,0.00832327575844,1021.18845965653,1.32822204478e-06,-83.61264875549995,41.3546254055
97,10002617,CENTRAL UTAH CORRECTIONAL FACILITY,255 E 300 N ST,GUNNISON,UT,84634,-999,(435) 528-6000,STATE,OPEN,1700,SANPETE,49039,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.utah.gov/index.php/family-friends/prison-facilities/central-utah-correctional-facility,2018/01/17 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://corrections.utah.gov/index.php/family-friends/prison-facilities/central-utah-correctional-facility,MAXIMUM,1600,0.025579986517,3190.70183830968,2.76898990689e-05,-111.8123865815,39.1656850155001
98,10003453,MILL CREEK YOUTH CENTER,790 W 12TH ST,OGDEN,UT,84404,-999,(801) 334-0210,STATE,OPEN,32,WEBER,49057,USA,922140,CORRECTIONAL INSTITUTIONS,http://malanspeak.ogdensd.org/millcreek-youth-center,2020/02/20 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,http://malanspeak.ogdensd.org/millcreek-youth-center,JUVENILE,58,0.00787072129337,1021.2552190384,2.65735557734e-06,-111.9983474275,41.248158001
99,10000985,ATHENS COUNTY JAIL,13 W WASHINGTON ST,ATHENS,OH,45701,-999,(740) 593-6633,COUNTY,OPEN,-999,ATHENS,39009,USA,922140,CORRECTIONAL INSTITUTIONS,http://athenssheriff.com/,2016/02/15 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,http://athenssheriff.com/,NOT AVAILABLE,-999,0.00104608141331,138.035168758055,6.31023900568e-08,-82.10183504899996,39.328949518
100,10001701,WASATCH YOUTH CENTER,3534 S 700 W,SALT LAKE CITY,UT,84119,-999,(801) 265-5830,STATE,OPEN,22,SALT LAKE,49035,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/wasatch-youth-center,2020/02/20 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://hs.utah.gov/resource/wasatch-youth-center,JUVENILE,46,0.00725378964702,896.998869796663,1.55558398406e-06,-111.9129632705,40.6942890330001
101,10004063,JEFFERSON COUNTY JAIL,510 1ST ST,HILLSBORO,MO,63050,-999,(636) 797-5301,COUNTY,OPEN,-999,JEFFERSON,29099,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.jcsd.org/2158/Jail,2018/03/26 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,https://www.jcsd.org/,NOT AVAILABLE,280,0.00171679023542,206.867671539978,1.60023584876e-07,-90.56575871499999,38.2309677130001
102,10006810,JOHNSON COUNTY JUVENILE DETENTION CENTER,101 WEST MARKET,WARRENSBURG,MO,64093,-999,(660) 422-7418,COUNTY,OPEN,-999,JOHNSON,29101,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.circuit17kids.org/index.html?fbclid=IwAR2NYk4DDRxABAKKAW5YPNMqbbS3XTDfRxdkWWSi4eRJQ7i2VMQfNpEdkdo,2018/03/26 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,https://www.facebook.com/johnsonjo17/,JUVENILE,10,0.00208996399952,252.558121623027,2.30188768548e-07,-93.74075038949995,38.765872261000055
103,10003447,CACHE VALLEY YOUTH CENTER,2051 N 600 W,LOGAN,UT,84321,-999,(435) 713-6260,STATE,OPEN,7,CACHE,49005,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/cache-valley-youth-center,2020/02/20 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://hs.utah.gov/resource/cache-valley-youth-center,JUVENILE,16,0.00484100019784,628.293188749401,5.01972017987e-07,-111.85037580299999,41.770336151
104,10003461,SALT LAKE VALLEY DETENTION CENTER / GENESIS YOUTH CENTER,3450 S 900 W,SALT LAKE CITY,UT,84119,-999,(801) 261-5100,STATE,OPEN,79,SALT LAKE,49035,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/genesis-youth-center,2020/02/20 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://hs.utah.gov/resource/genesis-youth-center,JUVENILE,112,0.00622824662878,779.497709602428,1.19997661571e-06,-111.918410566,40.695782655000045
