uid,facilityInternal,agencyInternal,agencyFullNameInternal,stateInternal,company,canonicalFacilityId,created,hidden_override,notes,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state,g_name_sim,internal_name_sim,max_name_similarity,hidden,HIFLDID,name_override,jurisdiction_override,address_override,longitude_override,latitude_overrride,state_override,county_override,countyFIPS_override,HIFLDID_override,UCLACovid19ID_override,facilityInternal_x,SHAPE_Length,facilityInternal_y,googlePlaceName_x,googlePlaceName_y
6f179dd3837c7c,MINIMUM HOUSING 1 & 2,SLSCA,Stanislaus County Sheriffs Department,CA,ICS,8834.0,2021-03-06T02:48:59.843Z,,,NYC RENT GUIDELINES BOARD,"1 Centre St # 2210, New York, NY 10007, United States",-74.00354589999999,40.7129057,New York County,ChIJteaKHSJawokRzVVltOP7Wss,CA,48.0,29.0,48.0,True,10002298,,,,,,,,,,,,,,,
866917042106e6,FAIRBORN CITY POLICE DEPT,,,OH,SECURUS,8832.0,2021-01-09T00:55:48.993Z,,,FAIRBORN CITY POLICE RECORDS,"70 W Hebble Ave, Fairborn, OH 45324, United States",-84.023631,39.826451,Greene County,ChIJX4hilPidQIgRtxXweNYIlgM,OH,36.0,48.0,48.0,True,10005433,,,,,,,,,,,,,,,
a732b6d4072170,STRONGSVILLE POLICE DEPT,,,OH,SECURUS,8833.0,2021-01-09T01:02:40.806Z,,,STRONGSVILLE POLICE DEPARTMENT,"18688 Royalton Rd, Cleveland, OH 44136, United States",-81.8325934,41.3148327,Cuyahoga County,ChIJQ_QRNYPqMIgRk-nrjkovgHE,OH,47.0,48.0,48.0,True,10005940,,,,,,,,,,,,,,,
fefa03e2a7107d,USN PEARL HARBOR BRIG,Federal Bureau of Prisons NY-Ray Brook FCI,,NY,GTL,,2021-04-04T13:55:19.575Z,,,JOHN F. KENNEDY INTERNATIONAL AIRPORT,"Queens, NY 11430, United States",-73.77813909999999,40.6413111,Queens County,ChIJR0lA1VBmwokR8BGfSBOyT-w,NY,48.0,36.0,48.0,True,10003211,,,,,,,,,,,,,,,
ebf9cb26b51822,STANLEY MOSK COURTHOUSE,Los Angeles County CA,,CA,GTL,,2021-04-04T13:57:20.408Z,,,STANLEY MOSK COURTHOUSE,"111 N Hill St, Los Angeles, CA 90012, United States",-118.2471231,34.0554487,Los Angeles County,ChIJMe4Dfk7GwoAR-9yxQR8VHOg,CA,48.0,48.0,48.0,True,10005347,,,,,,,,,,,,,,,
1b917fa11c6998,STATE HOSPITAL ADOLESCENT UNIT,Colorado Dept. of Youth Corrections-Adams,,CO,GTL,,2021-04-04T13:46:50.712Z,,,PEDIATRIC MENTAL HEALTH INSTITUTE AT CHILDREN'S HOSPITAL COLORADO,"13123 E 16th Ave, Aurora, CO 80045, United States",-104.834946,39.742223,Adams County,ChIJkcxOBkZjbIcRUyjQZLmFyoo,CO,30.0,49.0,49.0,True,10002207,,,,,,,,,,,,,,,
87784784362b8d,CERRITOS SHERIFF STATION,Los Angeles County CA,,CA,GTL,,2021-04-04T13:54:38.612Z,,,CERRITOS SHERIFF STATION,"18135 Bloomfield Ave, Cerritos, CA 90703, United States",-118.0659753,33.8663011,Los Angeles County,ChIJ3Rs1kv8s3YARNnRm-Y0lNpw,CA,49.0,49.0,49.0,True,10006903,,,,,,,,,,,,,,,
a3f3c7b9274149,NORWALK COURTHOUSE,Los Angeles County CA,,CA,GTL,,2021-04-04T13:56:17.784Z,,,NORWALK COURTHOUSE,"12720 Norwalk Blvd, Norwalk, CA 90650, United States",-118.0716618,33.9147644,Los Angeles County,ChIJr2ct6dDSwoAR6XA4ZVAOyy8,CA,49.0,49.0,49.0,True,10005347,,,,,,,,,,,,,,,
cf43fefd99e73a,NILES LAW ENFORCEMENT COMPLEX,,,MI,SECURUS,8838.0,2021-01-08T22:18:40.949Z,,,NILES POLICE DEPARTMENT,"1600 Silverbrook Ave, Niles, MI 49120, United States",-86.23639999999999,41.817394,Berrien County,ChIJO0DC4t_UFogRLrKIAN-UKgo,MI,38.0,49.0,49.0,True,10004893,,,,,,,,,,,,,,,
0a06a80903bcf8,SLIDELL POLICE DEPT,,,LA,SECURUS,8836.0,2021-01-08T21:11:49.436Z,,,SLIDELL POLICE DEPARTMENT,"2112 Sgt Alfred St, Slidell, LA 70458, United States",-89.7801119,30.2748667,St. Tammany Parish,ChIJ7UjZ9yHknYgRBstjJeiRY1g,LA,49.0,42.0,49.0,True,10004108,,,,,,,,,,,,,,,
1a06de02fa8aa4,USN PEARL HARBOR BRIG,Federal Bureau of Prisons IN-Terre Haute FCC,,IN,GTL,,2021-04-04T13:50:15.831Z,,,THE NATIONAL WWII MUSEUM,"945 Magazine St, New Orleans, LA 70130, United States",-90.07053169999999,29.9430711,Orleans Parish,ChIJHc6A2namIIYRaibte9NvWoU,IN,33.0,49.0,49.0,True,10004112,,,,,,,,,,,,,,,
d9072261f1b066,USN PEARL HARBOR BRIG,Federal Bureau of Prisons AL-Talladega FCI,,AL,GTL,,2021-04-04T12:39:40.578Z,,,THE NATIONAL WWII MUSEUM,"945 Magazine St, New Orleans, LA 70130, United States",-90.07053169999999,29.9430711,Orleans Parish,ChIJHc6A2namIIYRaibte9NvWoU,AL,33.0,49.0,49.0,True,10004112,,,,,,,,,,,,,,,
8f6488acae62af,ALL FACILITIES,KSDOC,Kansas Department of Corrections,KS,ICS,8839.0,2021-03-06T02:48:54.609Z,,,ALL STORAGE OF MAIZE,"5081 N Maize Rd, Maize, KS 67101, United States",-97.4635954,37.7766088,Sedgwick County,ChIJywKm2Eggu4cRgXp53y7GGrw,KS,31.0,49.0,49.0,True,10001045,,,,,,,,,,,,,,,
868e6a379b9c85,NON,IDDOC,Idaho Department Of Corrections,ID,ICS,8835.0,2021-03-06T02:48:07.490Z,,,INDEPENDENT DOCTORS OF IDAHO - IDID,"8854 Emerald St Ste 140, Boise, ID 83704, United States",-116.2924893,43.6122805,Ada County,ChIJ4Q5TxnFWrlQRILN9Q5WgOEM,ID,49.0,14.0,49.0,True,10001179,,,,,,,,,,,,,,,
65c010328c7f65, HALL OF JUSTICE,,,KY,SECURUS,8837.0,2021-01-08T20:48:32.929Z,,,LOUIS D. BRANDEIS HALL OF JUSTICE,"600 W Jefferson St #2008, Louisville, KY 40202, United States",-85.76072549999999,38.2539324,Jefferson County,ChIJPz2lKKRyaYgR63-hE-_roJE,KY,49.0,32.0,49.0,True,10001942,,,,,,,,,,,,,,,
dabfa758f5620c,PICO RIVERA SHERIFF STATION,Los Angeles County CA,,CA,GTL,,2021-04-04T13:56:31.183Z,,,PICO RIVERA SHERIFF'S STATION,"6631 Passons Blvd, Pico Rivera, CA 90660, United States",-118.0891188,33.9819801,Los Angeles County,ChIJm0SXJiDSwoARsUv9x-CFuUk,CA,47.0,49.0,49.0,True,10002349,,,,,,,,,,,,,,,
8c6f1d37df86dc,VAN NUYS COURTHOUSE WEST,Los Angeles County CA,,CA,GTL,,2021-04-04T13:57:45.733Z,,,VAN NUYS COURTHOUSE WEST,"14400 Erwin St, Van Nuys, CA 91401, United States",-118.4468158,34.1832729,Los Angeles County,ChIJXTAQHQeXwoARnRXNnFj4N9g,CA,50.0,50.0,50.0,True,10006499,,,,,,,,,,,,,,,
78b52cc64d171a, TEXAS CIVIL COMMITMENT CENTER,TCCTX,MTC - Texas Civil Commitment Center,TX,ICS,8840.0,2021-03-06T02:48:33.510Z,,,TEXAS CIVIL COMMITMENT CENTER,"2600 S Sunset Ave, Littlefield, TX 79339, United States",-102.3438658,33.9036793,Lamb County,ChIJAYPdy_UJAocR9BqqM1m1HlQ,TX,50.0,50.0,50.0,True,10006871,,,,,,,,,,,,,,,
cccabc6deb440d,OVERLAND CITY POLICE DEPT,,,MO,SECURUS,8842.0,2021-01-09T00:17:05.070Z,,,OVERLAND POLICE DEPARTMENT,"2410 Goodale Ave, Overland, MO 63114, United States",-90.3587495,38.7005267,St. Louis County,ChIJeXAeH4o034cR3cwKystUQLQ,MO,34.0,50.0,50.0,True,10004718,,,,,,,,,,,,,,,
ea79b2e96f3209,TRANSITION HOUSE,KISSIMMEECOFL,Kissimmee County/Transition House,FL,ICS,8841.0,2021-03-06T02:49:20.972Z,,,"THE TRANSITION HOUSE, INC. - RESIDENTIAL PROGRAM","3800 5th St, St Cloud, FL 34769, United States",-81.3113594,28.2536829,Osceola County,ChIJEX8wIaeP3YgRkhSwEFf2qUk,FL,50.0,46.0,50.0,True,10000475,,,,,,,,,,,,,,,
91027de247f516,SANTA CLARITA COURTHOUSE,Los Angeles County CA,,CA,GTL,,2021-04-04T13:57:09.766Z,,,SANTA CLARITA COURTHOUSE,"23747 Valencia Blvd, Santa Clarita, CA 91355, United States",-118.5512754,34.4146226,Los Angeles County,ChIJh43EHRSHwoARm5Qiy1pAv70,CA,50.0,50.0,50.0,True,10005373,,,,,,,,,,,,,,,
8fcf1b3a1bdb57,GREENWOOD RC,Mississippi Department of Corrections,,MS,GTL,,2021-04-04T13:53:09.784Z,,,R C CONSTRUCTION CO,"818 Walnut St, Greenwood, MS 38930, United States",-90.1924665,33.5309328,Leflore County,ChIJEy_8t4NuKoYRN1AvIqKRze8,MS,50.0,27.0,50.0,True,10005554,,,,,,,,,,,,,,,
8a7ab0df18a150,WALNUT/DIAMOND BAR SHERIFF STA,Los Angeles County CA,,CA,GTL,,2021-04-04T13:57:49.376Z,,,LASD WALNUT-DIAMOND BAR,"21695 Valley Blvd, Walnut, CA 91789, United States",-117.8341886,34.028683,Los Angeles County,ChIJPV2gNvQrw4ARGMA6HunEGVE,CA,50.0,47.0,50.0,True,10006908,,,,,,,,,,,,,,,
dfb9f2d25a6291,SAGUARO JAIL,Maricopa County AZ-Watkins Jail,,AZ,GTL,,2021-04-04T12:42:08.193Z,,,SAGUARO JAIL,"2670 S 28th Dr, Phoenix, AZ 85041, United States",-112.1215105,33.4242523,Maricopa County,ChIJQQBIe-IRK4cRcFc5S59Tch4,AZ,50.0,50.0,50.0,True,10000602,,,,,,,,,,,,,,,
7c1e7a4bd0a032,AIRPORT COURTHOUSE,Los Angeles County CA,,CA,GTL,,2021-04-04T13:53:52.554Z,,,AIRPORT COURTHOUSE,"11701 La Cienega Blvd, Los Angeles, CA 90045, United States",-118.371315,33.9281959,Los Angeles County,ChIJF_RPf762woARAviKAUqNI40,CA,50.0,50.0,50.0,True,10006227,,,,,,,,,,,,,,,
fafc18dcf30691, TIFT COLLEGE NON CUSTODY,,,GA,SECURUS,8846.0,2021-03-01T17:57:19.784Z,,,STATE OFFICES SOUTH AT TIFT COLLEGE,"300 Patrol Rd, Forsyth, GA 31029, United States",-83.923517,33.033526,Monroe County,ChIJzeGbr7QM9IgR1fHeYfZciUg,GA,42.0,51.0,51.0,True,10001425,,,,,,,,,,,,,,,
95822ef53477d0,MONETT CITY POLICE DEPT,,,MO,SECURUS,8845.0,2021-01-09T00:16:49.499Z,,,MONETT CITY POLICE DEPARTMENT,"1901 E Cleveland, Monett, MO 65708, United States",-93.9055866,36.927684,Barry County,ChIJJeMKzyu4yIcRuN2PAnphb0A,MO,51.0,45.0,51.0,True,10004069,,,,,,,,,,,,,,,
b374f5e43e001e,FESTUS CITY POLICE DEPT,,,MO,SECURUS,8847.0,2021-01-09T00:12:45.368Z,,,FESTUS POLICE DEPARTMENT,"100 Park Ave, Festus, MO 63028, United States",-90.3993755,38.2192681,Jefferson County,ChIJtbXKsMXu2IcRWaO9GbSPt3o,MO,38.0,51.0,51.0,True,10002404,,,,,,,,,,,,,,,
2d1e9783b8f01d,USN PEARL HARBOR BRIG,Federal Bureau of Prisons TX-Three Rivers FCI,,TX,GTL,,2021-04-04T14:07:23.481Z,,,BATTLESHIP TEXAS STATE HISTORIC SITE,"3523 Independence Pkwy, La Porte, TX 77571, United States",-95.0897371,29.7562483,Harris County,ChIJddGirvGgQIYRVFmEQR8A0Jg,TX,51.0,29.0,51.0,True,10002870,,,,,,,,,,,,,,,
4d5d5c62e36b9f,USN PEARL HARBOR BRIG,Federal Bureau of Prisons TX-Seagoville FCI,,TX,GTL,,2021-04-04T14:07:11.768Z,,,BATTLESHIP TEXAS STATE HISTORIC SITE,"3523 Independence Pkwy, La Porte, TX 77571, United States",-95.0897371,29.7562483,Harris County,ChIJddGirvGgQIYRVFmEQR8A0Jg,TX,51.0,29.0,51.0,True,10002870,,,,,,,,,,,,,,,
c131af70187a43,USN PEARL HARBOR BRIG,Federal Bureau of Prisons TX-Texarkana FCI,,TX,GTL,,2021-04-04T14:07:17.386Z,,,BATTLESHIP TEXAS STATE HISTORIC SITE,"3523 Independence Pkwy, La Porte, TX 77571, United States",-95.0897371,29.7562483,Harris County,ChIJddGirvGgQIYRVFmEQR8A0Jg,TX,51.0,29.0,51.0,True,10002870,,,,,,,,,,,,,,,
b17db1fdce9da2,CHIPPEWA CREE TRIBAL JUSTICE CENTER,,,MT,SECURUS,8844.0,2021-01-09T00:18:49.994Z,,,CHIPPEWA CREE JUSTICE CENTER,"Upper Box Elder Rd, Box Elder, MT 59521, United States",-109.9175416,48.290109,Chouteau County,ChIJ3yvFQBWgalMRhTA6qHCxFQM,MT,46.0,51.0,51.0,True,10006817,,,,,,,,,,,,,,,
03506318371d02, LSP MAIN,,,LA,SECURUS,8843.0,2021-01-08T21:03:21.439Z,,,LOUISIANA DIVISION OF PROBATION / PAROLE OFFICE,"504 Mayflower St, Baton Rouge, LA 70802, United States",-91.1861326,30.4402105,East Baton Rouge Parish,ChIJm36Smc-gJoYRYy_bEROpdNE,LA,51.0,20.0,51.0,True,10000974,,,,,,,,,,,,,,,
a2bbe63ac23f67,GEORGE DEUKMEJIAN COURTHOUSE,Los Angeles County CA,,CA,GTL,,2021-04-04T13:55:16.887Z,,,GOVERNOR GEORGE DEUKMEJIAN COURTHOUSE,"275 Magnolia Ave, Long Beach, CA 90802, United States",-118.1986514,33.76995,Los Angeles County,ChIJ5-zjIDcx3YAR5eo9aFS3Guw,CA,44.0,51.0,51.0,True,10005347,,,,,,,,,,,,,,,
37e9c3570ebdff, OFFSITE HOUSING,VOLFL,Volusia County,FL,ICS,8848.0,2021-03-06T02:49:29.050Z,,,OFF CAMPUS HOUSING,"1550 Melvin St, Tallahassee, FL 32301, United States",-84.28383699999999,30.427231,Leon County,ChIJL5fnx2n17IgRR0KpXeK7IQM,FL,35.0,52.0,52.0,True,10001437,,,,,,,,,,,,,,,
d9339c8b040ce5,MINNESOTA DEPARTMENT OF CORRECTIONS,Minnesota Department of Corrections,,MN,GTL,,2021-04-04T13:53:25.944Z,,,MN DEPARTMENT OF CORRECTIONS,"619 Beltrami Ave NW # 200, Bemidji, MN 56601, United States",-94.8818137,47.474207,Beltrami County,ChIJbxQlMcYtuFIRcCopK55KYlc,MN,36.0,52.0,52.0,True,10002010,,,,,,,,,,,,,,,
8bee0d069fcb01,RAY D ANDERSON COMMUNITY CORRECTIONS FACILITY,,,TX,SECURUS,8850.0,2021-01-09T01:51:20.353Z,,,RAY ANDERSON CORRECTION CENTER,"613 E Bynum Ln, Brownfield, TX 79316, United States",-102.2681236,33.1971713,Terry County,ChIJk05MU07N_YYR7jCJvDxeX_w,TX,53.0,48.0,53.0,True,10004382,,,,,,,,,,,,,,,
4539475915c280,THE PHOENIX CENTER,TPCOH,The Phoenix Center,OH,ICS,8851.0,2021-03-06T02:48:54.902Z,,,THE PHOENIX CENTER,"48 Randolph St, Wilmington, OH 45177, United States",-83.8309987,39.4340845,Clinton County,ChIJefJib6bHQIgRi6G486l76uY,OH,53.0,53.0,53.0,True,10000986,,,,,,,,,,,,,,,
818164bb8312c9,USMC CAMP PENDLETON BRIG,,,CA,GTL,,2021-04-04T13:59:51.945Z,,,CAMP PENDLETON BASE BRIG,"24100 Powder Magazine Rd, Camp Pendleton North, CA 92055, United States",-117.3360869,33.30102770000001,San Diego County,ChIJnaZUCh973IAROoPHeRuwv18,CA,53.0,49.0,53.0,True,10000858,,,,,,,,,,,,,,,
4276eb6c56ca49,CARSON SHERIFF STATION,Los Angeles County CA,,CA,GTL,,2021-04-04T13:54:20.724Z,,,L A COUNTY SHERIFF DEPARTMENT-CARSON STATION,"21356 S Avalon Blvd, Carson, CA 90745, United States",-118.2632247,33.8343246,Los Angeles County,ChIJlb2xMhg13YARGhUwFJGdmSI,CA,53.0,36.0,53.0,True,10006484,,,,,,,,,,,,,,,
cfc7ba803fd90c,MENTAL HEALTH COURTHOUSE,Los Angeles County CA,,CA,GTL,,2021-04-04T13:56:06.998Z,,,LA COUNTY DEPARTMENT OF MENTAL HEALTH - SAN PEDRO CLINIC,"150 W 7th St, San Pedro, CA 90731, United States",-118.280991,33.7380476,Los Angeles County,ChIJO1O9Jjc23YARYohVZvcc6_A,CA,53.0,46.0,53.0,True,10006484,,,,,,,,,,,,,,,
08bc61722e7050, BIG BEAR STATION JAIL,,,CA,SECURUS,8849.0,2021-03-01T17:16:30.061Z,,,SHERIFF'S DEPARTMENT,"477 Summit Blvd, Big Bear Lake, CA 92315, United States",-116.8879531,34.2438226,San Bernardino County,ChIJ8c3noXe0xIARnBCU82AI0S4,CA,27.0,53.0,53.0,True,10006316,,,,,,,,,,,,,,,
dbc369b47410c5,LAKEWOOD SHERIFF STATION,Los Angeles County CA,,CA,GTL,,2021-04-04T13:55:31.469Z,,,LAKEWOOD SHERIFF DEPARTMENT,"5130 Clark Ave, Lakewood, CA 90712, United States",-118.1331004,33.8514174,Los Angeles County,ChIJQyjL8Yoy3YARQG2ps6TVRLg,CA,54.0,33.0,54.0,True,10006483,,,,,,,,,,,,,,,
9a879d8819adf0,ELKHART POLICE DEPT,,,IN,SECURUS,8853.0,2021-03-01T18:20:44.093Z,,,ELKHART POLICE DEPARTMENT,"175 Waterfall Dr, Elkhart, IN 46516, United States",-85.96919249999999,41.6842587,Elkhart County,ChIJMcN_mNbCFogRf8tlt8Y20tU,IN,50.0,54.0,54.0,True,10006940,,,,,,,,,,,,,,,
a6e6a425ecd34e,DEL CITY POLICE DEPT,,,OK,SECURUS,8854.0,2021-01-09T01:04:25.385Z,,,DEL CITY POLICE DEPARTMENT,"4517 SE 29th St, Oklahoma City, OK 73115, United States",-97.4354669,35.436073,Oklahoma County,ChIJJ7mMxvc9socRdUA1rIsEj4s,OK,47.0,54.0,54.0,True,10006918,,,,,,,,,,,,,,,
cefa8371210840,HAMPSHIRE SHERIFFS DEPARTMENT,HAMPSHIRECOMA,Hampshire County,MA,ICS,8852.0,2021-03-06T02:48:03.469Z,,,HAMPSHIRE SHERIFF'S OFFICE,"205 Rocky Hill Rd, Northampton, MA 01060, United States",-72.6594303,42.3079917,Hampshire County,ChIJvXsGf9XZ5okR_VqWa_dSNy4,MA,51.0,54.0,54.0,True,10003860,,,,,,,,,,,,,,,
d3e5977eadb872,ALTADENA SHERIFF STATION,Los Angeles County CA,,CA,GTL,,2021-04-04T13:53:59.361Z,,,LA COUNTY SHERIFF,"780 E Altadena Dr, Altadena, CA 91001, United States",-118.1323255,34.1896188,Los Angeles County,ChIJ0_v4AcPCwoARQ9ath7BR7Z8,CA,54.0,33.0,54.0,True,10000884,,,,,,,,,,,,,,,
4a40f0b019eddc,BEDFORD POLICE DEPT,,,OH,SECURUS,8855.0,2021-01-09T00:53:02.498Z,,,BEDFORD POLICE DEPARTMENT,"165 Center Rd, Bedford, OH 44146, United States",-81.53875599999999,41.39717400000001,Cuyahoga County,ChIJ_VowiELiMIgREb2LHS4AkxY,OH,52.0,55.0,55.0,True,10006963,,,,,,,,,,,,,,,
d10a4dd435dee9,DOWNEY COURTHOUSE,Los Angeles County CA,,CA,GTL,,2021-04-04T13:54:56.155Z,,,DOWNEY COURTHOUSE,"7500 Imperial Hwy, Downey, CA 90242, United States",-118.1600807,33.927294,Los Angeles County,ChIJH8_JH1XMwoARkeIasAtd-Lg,CA,55.0,55.0,55.0,True,10000896,,,,,,,,,,,,,,,
b63f4a6b2e321e,SAN MATEO COUNTY YOUTH SERVICES CENTER,,,CA,SECURUS,8856.0,2021-03-01T17:19:03.816Z,,,SAN MATEO COUNTY YOUTH SERVICES,"222 Paul Scannell Dr, San Mateo, CA 94402, United States",-122.33661,37.5124322,San Mateo County,ChIJs-PVXMCfj4ARjQjLwzKxkuc,CA,52.0,55.0,55.0,True,10006232,,,,,,,,,,,,,,,
b4f826138cf050, ROSS CASH CENTER FOR WOMEN,,,KY,SECURUS,8857.0,2021-01-08T20:44:20.450Z,,,ROSS-CASH CENTER,"374 New Bethel Church Rd, Fredonia, KY 42411, United States",-88.04045830000001,37.1370326,Lyon County,ChIJbRdW8BGFeogRjvgqJnYDeOw,KY,55.0,47.0,55.0,True,10003673,,,,,,,,,,,,,,,
054f6e85c86a1c,PLANO POLICE DEPT,,,TX,SECURUS,8862.0,2021-01-09T01:51:10.792Z,,,PLANO POLICE DEPARTMENT,"909 14th St, Plano, TX 75074, United States",-96.7026632,33.0183457,Collin County,ChIJAQAAAHAZTIYRecs-Kj_VmYI,TX,50.0,56.0,56.0,True,10005116,,,,,,,,,,,,,,,
c83285700d0c56,ANTELOPE VALLEY COURTHOUSE,Los Angeles County CA,,CA,GTL,,2021-04-04T13:54:01.842Z,,,MICHAEL ANTONOVICH ANTELOPE VALLEY COURTHOUSE,"42011 4th St W, Lancaster, CA 93534, United States",-118.1379042,34.6471131,Los Angeles County,ChIJV_QiZkBawoARZgLlnDOCLzQ,CA,43.0,56.0,56.0,True,10005371,,,,,,,,,,,,,,,
be760cac3e2119,LORAIN POLICE DEPT,,,OH,SECURUS,8860.0,2021-01-09T00:57:29.216Z,,,LORAIN POLICE DEPARTMENT,"200 W Erie Ave, Lorain, OH 44052, United States",-82.1790395,41.4684175,Lorain County,ChIJReW3tRudMIgR2T4FrfU5wD8,OH,52.0,56.0,56.0,True,10003355,,,,,,,,,,,,,,,
a69c85feb771a5,BROADVIEW HEIGHTS POLICE DEPT,,,OH,SECURUS,8858.0,2021-01-09T00:53:11.778Z,,,BROADVIEW HEIGHTS POLICE DEPARTMENT,"9543 Broadview Rd, Broadview Heights, OH 44147, United States",-81.67926489999999,41.3050709,Cuyahoga County,ChIJzYRpDfrnMIgRvAbO6Vg1v98,OH,50.0,56.0,56.0,True,10006963,,,,,,,,,,,,,,,
4696db02288aa0, LSP CAMP C,,,LA,SECURUS,8861.0,2021-01-08T21:00:18.756Z,,,THE DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONS,"504 Mayflower St, Baton Rouge, LA 70802, United States",-91.1861326,30.4402105,East Baton Rouge Parish,ChIJm36Smc-gJoYR5FgeByQlYOA,LA,56.0,23.0,56.0,True,10005923,,,,,,,,,,,,,,,
ab84d7a52e3149,BLUE SPRINGS POLICE DEPT,,,MO,SECURUS,8859.0,2021-01-09T00:11:56.545Z,,,BLUE SPRINGS POLICE DEPARTMENT,"1100 SW Smith St, Blue Springs, MO 64015, United States",-94.278202,39.017326,Jackson County,ChIJMSmnQLQbwYcRNgzXMMp9F8M,MO,51.0,56.0,56.0,True,10004825,,,,,,,,,,,,,,,
caeab6e4a8ecc3,FLOWOOD AND RANKIN CWC/RC,Mississippi Department of Corrections,,MS,GTL,,2021-04-04T13:53:00.550Z,,,NORTHWEST RANKIN HIGH SCHOOL,"5805 MS-25, Flowood, MS 39232, United States",-90.00058279999999,32.3582202,Rankin County,ChIJNxDenMwqKIYRrJ0Q-9ryLw0,MS,32.0,56.0,56.0,True,10001815,,,,,,,,,,,,,,,
5241740f92e1d8,FOLTZ CRIMINAL JUSTICE CENTER,Los Angeles County CA,,CA,GTL,,2021-04-04T13:55:13.417Z,,,CLARA SHORTRIDGE FOLTZ CRIMINAL JUSTICE CENTER,"210 W Temple St, Los Angeles, CA 90012, United States",-118.2431479,34.0550012,Los Angeles County,ChIJx6wXBk_GwoARsyoteGq-QRs,CA,48.0,56.0,56.0,True,10002355,,,,,,,,,,,,,,,
73b84bf76579f4,WESTERN MED CEN WARD,Orange County CA,,CA,GTL,,2021-04-04T13:58:50.029Z,,,ANAHEIM GLOBAL MEDICAL CENTER,"1025 S Anaheim Blvd, Anaheim, CA 92805, United States",-117.9091221,33.8198075,Orange County,ChIJ09uL8MzX3IARrdlHjDH2DPw,CA,57.0,43.0,57.0,True,10006497,,,,,,,,,,,,,,,
4e5de2868cca88,WELD COUNTY COMMUNITY CORRECTIONS CENTER,,,CO,SECURUS,8863.0,2021-03-01T17:23:33.984Z,,,WELD COUNTY COMMUNITY CORRECTIONAL SERVICES,"1101 H St, Greeley, CO 80631, United States",-104.6975033,40.4447631,Weld County,ChIJfWit706ibocRxrhdMjvdMhM,CO,55.0,57.0,57.0,True,10002193,,,,,,,,,,,,,,,
62020b8108dd3e,COMPTON COURTHOUSE,Los Angeles County CA,,CA,GTL,,2021-04-04T13:54:45.917Z,,,LA COUNTY SUPERIOR COURT JURY,"200 W Compton Blvd, Compton, CA 90220, United States",-118.2254033,33.8941751,Los Angeles County,ChIJxVILZGzLwoARNP1DfpRIoCA,CA,26.0,57.0,57.0,True,10006227,,,,,,,,,,,,,,,
e47359eaae99fb,SIKESTON DEPT OF PUBLIC SAFETY,,,MO,SECURUS,8867.0,2021-01-09T00:17:20.875Z,,,SIKESTON DEPARTMENT OF PUBLIC SAFETY,"101 S Kingshighway, Sikeston, MO 63801, United States",-89.58742629999999,36.8755052,Scott County,ChIJQ2XJg4hGeIgRFpqmu6j8KZY,MO,58.0,36.0,58.0,True,10005415,,,,,,,,,,,,,,,
e9bdbb8572f226,CARSON CITY SHERIFFS OFFICE,CARSONCITYNV,Carson City Sheriffs Office,NV,ICS,8866.0,2021-03-06T02:49:26.782Z,,,CARSON CITY SHERIFFS OFFICE,"911 E Musser St, Carson City, NV 89701, United States",-119.7593729,39.1643913,,ChIJE8l7350KmYARBxlIvvAOqJU,NV,58.0,58.0,58.0,True,10002002,,,,,,,,,,,,,,,
56a2e0cedd4a61,BEDFORD CITY POLICE DEPARTMENT,,,TX,SECURUS,8869.0,2021-01-09T01:36:50.237Z,,,BEDFORD LAW ENFORCEMENT CENTER,"2121 L Don Dodson Dr, Bedford, TX 76021, United States",-97.1313622,32.8420565,Tarrant County,ChIJU2UVj6h_ToYRxHRxHFP5MRc,TX,58.0,40.0,58.0,True,10002753,,,,,,,,,,,,,,,
fba28395612c4c,BURBANK COURTHOUSE,Los Angeles County CA,,CA,GTL,,2021-04-04T13:54:17.039Z,,,BURBANK COURTHOUSE,"300 E Olive Ave, Burbank, CA 91502, United States",-118.3069534,34.1821174,Los Angeles County,ChIJAQBADVGVwoAR5T3VAoX8sGI,CA,58.0,58.0,58.0,True,10002352,,,,,,,,,,,,,,,
2d4e91fbf41d55,VERMONT DEPARTMENT OF CORRECTIONS,Vermont Department of Corrections,,VT,GTL,,2021-04-04T14:06:56.072Z,,,VERMONT DEPARTMENT OF CORRECTIONS,"426 Industrial Ave, Williston, VT 05495, United States",-73.1225752,44.4607692,Chittenden County,ChIJb-4SaK55ykwRXG4ztlGxbB8,VT,58.0,58.0,58.0,True,10004976,,,,,,,,,,,,,,,
a8b47554667e52,LANCASTER SHERIFF STATION,Los Angeles County CA,,CA,GTL,,2021-04-04T13:55:35.067Z,,,L.A. COUNTY SHERIFF'S DEPARTMENT,"501 W Lancaster Blvd, Lancaster, CA 93534, United States",-118.1377445,34.6990299,Los Angeles County,ChIJc4O9T8hawoARPT5gYEIz3wQ,CA,58.0,34.0,58.0,True,10006484,,,,,,,,,,,,,,,
b4c16315696632,PARMA POLICE DEPT,,,OH,SECURUS,8868.0,2021-01-09T01:01:14.929Z,,,PARMA POLICE DEPARTMENT,"5555 Powers Blvd, Parma, OH 44129, United States",-81.72493519999999,41.3813272,Cuyahoga County,ChIJm0aC3tToMIgR3m46IUoxudc,OH,58.0,51.0,58.0,True,10006916,,,,,,,,,,,,,,,
