,id,facilityInternal,agencyInternal,agencyFullNameInternal,stateInternal,company,canonicalFacilityId,createdAt,hidden_override,notes,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state,index_right,FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,SHAPE_Le_1,SHAPE_Area,g_name_sim,internal_name_sim,name_override,jurisdiction_override,address_override,longitude_override,latitude_overrride,state_override,county_override,countyFIPS_override,HIFLDID_override,UCLACovid19ID_override
25,26,Montcalm County Jail,MCSMI,Montcalm County Sheriffs Office,MI,ICS,,2021-03-06T02:48:24.504Z,,,MONTCALM COUNTY JAIL,"649 N State St, Stanton, MI 48888, United States",-85.0863658,43.3018021,Montcalm County,ChIJ93hoxCGaGIgRJvpn8eV0AOk,MI,2768,2769,10003827,MONTCALM COUNTY JAIL,649 N STATE ST,STANTON,MI,48888,-999,(989) 831-7592,COUNTY,OPEN,-999,MONTCALM,26117,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.montcalm.us/government/sheriff/index.php,2018-03-21,IMAGERY/OTHER,2019-12-20,http://www.montcalm.us/government/sheriff/montcalm_county_jail.php,NOT AVAILABLE,205,0.00607962943763,795.317922168113,6.75415274e-07,100,100,,,,,,,,,,
2711,2712,MONTCALM SHERIFF'S DEPT,,,MI,SECURUS,,2021-01-08T22:17:21.562Z,,,MONTCALM COUNTY SHERIFF'S OFFICE,"659 N State St, Stanton, MI 48888, United States",-85.0859194,43.3018673,Montcalm County,ChIJORsN0Eh2IogRpNHlhTGwVaU,MI,2768,2769,10003827,MONTCALM COUNTY JAIL,649 N STATE ST,STANTON,MI,48888,-999,(989) 831-7592,COUNTY,OPEN,-999,MONTCALM,26117,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.montcalm.us/government/sheriff/index.php,2018-03-21,IMAGERY/OTHER,2019-12-20,http://www.montcalm.us/government/sheriff/montcalm_county_jail.php,NOT AVAILABLE,205,0.00607962943763,795.317922168113,6.75415274e-07,86,57,,,,,,,,,,
26,27,Oakland County Jail,OAKMI,Oakland County Sheriffs Office,MI,ICS,,2021-03-06T02:48:25.063Z,,,OAKLAND COUNTY JAIL,"1201 Telegraph Rd, Pontiac, MI 48341, United States",-83.3230817,42.6548806,Oakland County,ChIJx6mRLgm-JIgRPPf60f3HeSM,MI,3624,3625,10003837,OAKLAND COUNTY EAST ANNEX,1201 N TELEGRAPH RD,PONTIAC,MI,48341,-999,(248) 858-1800,COUNTY,OPEN,369,OAKLAND,26125,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.oakgov.com/sheriff,2018-03-21,IMAGERY/OTHER,2019-12-20,https://www.oakgov.com/sheriff/Corrections-Courts/Satellites-and-Court-Services/Pages/East-Annex.aspx,MEDIUM,398,0.00451201347017,563.1673913468782,6.07224621e-07,85,85,,,,,,,,,,
27,28, East Annex,OAKMI,Oakland County Sheriffs Office,MI,ICS,,2021-03-06T02:48:25.783Z,,,OAKLAND COUNTY JAIL,"1201 Telegraph Rd, Pontiac, MI 48341, United States",-83.3230817,42.6548806,Oakland County,ChIJx6mRLgm-JIgRPPf60f3HeSM,MI,3624,3625,10003837,OAKLAND COUNTY EAST ANNEX,1201 N TELEGRAPH RD,PONTIAC,MI,48341,-999,(248) 858-1800,COUNTY,OPEN,369,OAKLAND,26125,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.oakgov.com/sheriff,2018-03-21,IMAGERY/OTHER,2019-12-20,https://www.oakgov.com/sheriff/Corrections-Courts/Satellites-and-Court-Services/Pages/East-Annex.aspx,MEDIUM,398,0.00451201347017,563.1673913468782,6.07224621e-07,85,100,,,,,,,,,,
28,29,Oakland County Childrens Village,OAKMI,Oakland County Sheriffs Office,MI,ICS,,2021-03-06T02:48:26.474Z,,,OAKLAND COUNTY'S CHILDREN'S VILLAGE,"1200 Telegraph Rd, Pontiac, MI 48341, United States",-83.3270761,42.6556399,Oakland County,ChIJq3MhVf29JIgRLechTNkvJVI,MI,3624,3625,10003837,OAKLAND COUNTY EAST ANNEX,1201 N TELEGRAPH RD,PONTIAC,MI,48341,-999,(248) 858-1800,COUNTY,OPEN,369,OAKLAND,26125,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.oakgov.com/sheriff,2018-03-21,IMAGERY/OTHER,2019-12-20,https://www.oakgov.com/sheriff/Corrections-Courts/Satellites-and-Court-Services/Pages/East-Annex.aspx,MEDIUM,398,0.00451201347017,563.1673913468782,6.07224621e-07,72,72,,,,,,,,,,
26,27,Oakland County Jail,OAKMI,Oakland County Sheriffs Office,MI,ICS,,2021-03-06T02:48:25.063Z,,,OAKLAND COUNTY JAIL,"1201 Telegraph Rd, Pontiac, MI 48341, United States",-83.3230817,42.6548806,Oakland County,ChIJx6mRLgm-JIgRPPf60f3HeSM,MI,3462,3463,10001370,OAKLAND COUNTY MAIN JAIL,1201 N TELEGRAPH RD,PONTIAC,MI,48341,-999,(248) 858-1800,COUNTY,OPEN,664,OAKLAND,26125,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.oakgov.com/sheriff,2018-03-21,IMAGERY/OTHER,2019-12-20,https://www.oakgov.com/sheriff/Corrections-Courts/jail/Pages/default.aspx,MAXIMUM,440,0.0073926859583,942.0086933517343,1.71735978e-06,100,100,,,,,,,,,,
27,28, East Annex,OAKMI,Oakland County Sheriffs Office,MI,ICS,,2021-03-06T02:48:25.783Z,,,OAKLAND COUNTY JAIL,"1201 Telegraph Rd, Pontiac, MI 48341, United States",-83.3230817,42.6548806,Oakland County,ChIJx6mRLgm-JIgRPPf60f3HeSM,MI,3462,3463,10001370,OAKLAND COUNTY MAIN JAIL,1201 N TELEGRAPH RD,PONTIAC,MI,48341,-999,(248) 858-1800,COUNTY,OPEN,664,OAKLAND,26125,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.oakgov.com/sheriff,2018-03-21,IMAGERY/OTHER,2019-12-20,https://www.oakgov.com/sheriff/Corrections-Courts/jail/Pages/default.aspx,MAXIMUM,440,0.0073926859583,942.0086933517343,1.71735978e-06,100,24,,,,,,,,,,
28,29,Oakland County Childrens Village,OAKMI,Oakland County Sheriffs Office,MI,ICS,,2021-03-06T02:48:26.474Z,,,OAKLAND COUNTY'S CHILDREN'S VILLAGE,"1200 Telegraph Rd, Pontiac, MI 48341, United States",-83.3270761,42.6556399,Oakland County,ChIJq3MhVf29JIgRLechTNkvJVI,MI,3462,3463,10001370,OAKLAND COUNTY MAIN JAIL,1201 N TELEGRAPH RD,PONTIAC,MI,48341,-999,(248) 858-1800,COUNTY,OPEN,664,OAKLAND,26125,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.oakgov.com/sheriff,2018-03-21,IMAGERY/OTHER,2019-12-20,https://www.oakgov.com/sheriff/Corrections-Courts/jail/Pages/default.aspx,MAXIMUM,440,0.0073926859583,942.0086933517343,1.71735978e-06,74,74,,,,,,,,,,
29,30,Osceola County Jail,OSCMI,Osceola County Sheriffs Office,MI,ICS,,2021-03-06T02:48:27.362Z,,,OSCEOLA COUNTY SHERIFF'S OFFICE / JAIL,"325 W Upton Ave, Reed City, MI 49677, United States",-85.5149321,43.8755691,Osceola County,ChIJjb3T4N0lH4gR5X_ss_BN988,MI,3708,3709,10005171,OSCEOLA COUNTY JAIL,325 WEST UPTON,REED CITY,MI,49677,-999,(231) 832-2288,COUNTY,OPEN,66,OSCEOLA,26133,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.michigan.gov/documents/corrections/JPIS_-_CY_2010_344047_7.pdf,2019-12-20,IMAGERY/OTHER,2019-12-20,http://www.osceola-county.org/residents/county_departments/sheriff_1/index.php,NOT AVAILABLE,77,0.00238422200005,310.7492000050843,2.06828423e-07,100,100,,,,,,,,,,
30,31,Tuscola County Jail,TUSMI,Tuscola County Jail,MI,ICS,,2021-03-06T02:48:28.275Z,,,TUSCOLA COUNTY SHERIFF,"420 Court St #1, Caro, MI 48723, United States",-83.3925943,43.4903455,Tuscola County,ChIJgegshBsbJIgRl0Z5QWFF1pM,MI,3467,3468,10001356,TUSCOLA COUNTY JAIL,420 COURT ST,CARO,MI,48723,-999,(989) 673-8161,COUNTY,OPEN,242,TUSCOLA,26157,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.michigan.gov/documents/corrections/JPIS_-_CY_2010_344047_7.pdf, http://www.tuscolacounty.org/sheriff/monthly.php",2019-12-20,IMAGERY/OTHER,2019-12-20,https://www.tuscolacounty.org/sheriff/,NOT AVAILABLE,80,0.00271179987906,343.2209916849655,2.41600533e-07,85,100,,,,,,,,,,
31,32,Anoka County Main Jail,ANKMN,Anoka County Detention Facility,MN,ICS,,2021-03-06T02:48:31.499Z,,,ANOKA COUNTY JAIL,"325 Jackson St, Anoka, MN 55303, United States",-93.3858908,45.1988999,Anoka County,ChIJJe3sa5M-s1IRtVn5nVTjk3Y,MN,5324,5325,10002043,ANOKA COUNTY JAIL,325 JACKSON STREET,ANOKA,MN,55303,-999,(763) 324-5100,COUNTY,OPEN,228,ANOKA,27003,USA,922140,CORRECTIONAL INSTITUTIONS,"https://mn.gov/doc/data-publications/performance-report/, http://www.anokacounty.us/432/Sheriffs-Office",2018-03-22,IMAGERY/OTHER,2020-01-02,https://www.anokacounty.us/443/Jail-Warrants,NOT AVAILABLE,238,0.00259437849323,315.95724021523876,2.92717856e-07,100,100,,,,,,,,,,
32,33,Olmsted County Adult Detention Center,OLMMN,Olmsted County Sheriffs Office,MN,ICS,,2021-03-06T02:48:32.425Z,,,OLMSTED COUNTY ADULT DETENTION CENTER,"101 4th St SE, Rochester, MN 55904, United States",-92.4605197,44.0201304,Olmsted County,ChIJa6NSf9jh-YcRSGH-Fb8fu-E,MN,4194,4195,10001338,OLMSTED COUNTY WORK RELEASE FACILITY,104 4TH ST SE,ROCHESTER,MN,55904,-999,(507) 328-6795,COUNTY,OPEN,-999,OLMSTED,27109,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.olmsted.mn.us/sheriff/divisions/Pages/default.aspx,2018-03-23,IMAGERY/OTHER,2020-01-02,https://www.co.olmsted.mn.us/sheriff/divisions/ADC/WorkRelease/Pages/default.aspx,MINIMUM,90,0.00198170858888,265.671708281519,2.44909437e-07,63,63,,,,,,,,,,
33,34,Olmsted County Work Release Facility,OLMMN,Olmsted County Sheriffs Office,MN,ICS,,2021-03-06T02:48:34.590Z,,,OLMSTED COUNTY ADULT DETENTION CENTER,"101 4th St SE, Rochester, MN 55904, United States",-92.4605197,44.0201304,Olmsted County,ChIJa6NSf9jh-YcRSGH-Fb8fu-E,MN,4194,4195,10001338,OLMSTED COUNTY WORK RELEASE FACILITY,104 4TH ST SE,ROCHESTER,MN,55904,-999,(507) 328-6795,COUNTY,OPEN,-999,OLMSTED,27109,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.olmsted.mn.us/sheriff/divisions/Pages/default.aspx,2018-03-23,IMAGERY/OTHER,2020-01-02,https://www.co.olmsted.mn.us/sheriff/divisions/ADC/WorkRelease/Pages/default.aspx,MINIMUM,90,0.00198170858888,265.671708281519,2.44909437e-07,63,100,,,,,,,,,,
34,35,Olmsted County Juvenile Detention Center,OLMMN,Olmsted County Sheriffs Office,MN,ICS,,2021-03-06T02:48:35.898Z,,,OLMSTED COUNTY ADULT DETENTION CENTER,"101 4th St SE, Rochester, MN 55904, United States",-92.4605197,44.0201304,Olmsted County,ChIJa6NSf9jh-YcRSGH-Fb8fu-E,MN,4194,4195,10001338,OLMSTED COUNTY WORK RELEASE FACILITY,104 4TH ST SE,ROCHESTER,MN,55904,-999,(507) 328-6795,COUNTY,OPEN,-999,OLMSTED,27109,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.olmsted.mn.us/sheriff/divisions/Pages/default.aspx,2018-03-23,IMAGERY/OTHER,2020-01-02,https://www.co.olmsted.mn.us/sheriff/divisions/ADC/WorkRelease/Pages/default.aspx,MINIMUM,90,0.00198170858888,265.671708281519,2.44909437e-07,63,56,,,,,,,,,,
32,33,Olmsted County Adult Detention Center,OLMMN,Olmsted County Sheriffs Office,MN,ICS,,2021-03-06T02:48:32.425Z,,,OLMSTED COUNTY ADULT DETENTION CENTER,"101 4th St SE, Rochester, MN 55904, United States",-92.4605197,44.0201304,Olmsted County,ChIJa6NSf9jh-YcRSGH-Fb8fu-E,MN,5592,5593,10002074,OLMSTED COUNTY ADULT DETENTION CENTER,101 4TH STREET SOUTHEAST,ROCHESTER,MN,55904,3719,(507) 328-6790,COUNTY,OPEN,205,OLMSTED,27109,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.olmsted.mn.us/sheriff/divisions/Pages/default.aspx,2018-03-23,IMAGERY/OTHER,2020-01-02,https://www.co.olmsted.mn.us/sheriff/divisions/ADC/Pages/default.aspx,MAXIMUM,202,0.00317760100186,404.22231298737853,5.12476872e-07,100,100,,,,,,,,,,
33,34,Olmsted County Work Release Facility,OLMMN,Olmsted County Sheriffs Office,MN,ICS,,2021-03-06T02:48:34.590Z,,,OLMSTED COUNTY ADULT DETENTION CENTER,"101 4th St SE, Rochester, MN 55904, United States",-92.4605197,44.0201304,Olmsted County,ChIJa6NSf9jh-YcRSGH-Fb8fu-E,MN,5592,5593,10002074,OLMSTED COUNTY ADULT DETENTION CENTER,101 4TH STREET SOUTHEAST,ROCHESTER,MN,55904,3719,(507) 328-6790,COUNTY,OPEN,205,OLMSTED,27109,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.olmsted.mn.us/sheriff/divisions/Pages/default.aspx,2018-03-23,IMAGERY/OTHER,2020-01-02,https://www.co.olmsted.mn.us/sheriff/divisions/ADC/Pages/default.aspx,MAXIMUM,202,0.00317760100186,404.22231298737853,5.12476872e-07,100,63,,,,,,,,,,
34,35,Olmsted County Juvenile Detention Center,OLMMN,Olmsted County Sheriffs Office,MN,ICS,,2021-03-06T02:48:35.898Z,,,OLMSTED COUNTY ADULT DETENTION CENTER,"101 4th St SE, Rochester, MN 55904, United States",-92.4605197,44.0201304,Olmsted County,ChIJa6NSf9jh-YcRSGH-Fb8fu-E,MN,5592,5593,10002074,OLMSTED COUNTY ADULT DETENTION CENTER,101 4TH STREET SOUTHEAST,ROCHESTER,MN,55904,3719,(507) 328-6790,COUNTY,OPEN,205,OLMSTED,27109,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.olmsted.mn.us/sheriff/divisions/Pages/default.aspx,2018-03-23,IMAGERY/OTHER,2020-01-02,https://www.co.olmsted.mn.us/sheriff/divisions/ADC/Pages/default.aspx,MAXIMUM,202,0.00317760100186,404.22231298737853,5.12476872e-07,100,91,,,,,,,,,,
35,36,Ramsey County Workhouse,RAMSEYWHMN,Ramsey Workhouse,MN,ICS,,2021-03-06T02:48:36.983Z,,,RAMSEY COUNTY CORRECTIONAL FACILITY,"297 Century Ave S, St Paul, MN 55119, United States",-92.9863844,44.9318111,Ramsey County,ChIJa1rM0VbW94cRwho1_mHbgkA,MN,4282,4283,10002057,RAMSEY COUNTY CORRECTIONAL FACILITY,297 SOUTH CENTURY AVENUE,SAINT PAUL,MN,55119,-999,(651) 266-1400,COUNTY,OPEN,344,RAMSEY,27123,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ramseycounty.us/residents/public-safety-law/detention-correctional-facilities/adult-correctional-facility-rccf,2018-03-23,IMAGERY/OTHER,2020-01-02,https://www.ramseycounty.us/residents/public-safety-law/detention-correctional-facilities,MEDIUM,556,0.00804044860444,1092.0401938656173,2.954529356e-06,100,72,,,,,,,,,,
36,37,Clay County Detention Center,CLAMS,Clay County Sheriffs Office,MS,ICS,,2021-03-06T02:48:40.312Z,,,CLAY COUNTY SHERIFF,"218 W Broad St, West Point, MS 39773, United States",-88.6531066,33.6049995,Clay County,ChIJUx3utODPhogRsABbaTGYYG0,MS,5977,5978,10004235,CLAY COUNTY JAIL,330 W BROAD ST,WEST POINT,MS,39773,-999,(662) 494-2896,COUNTY,OPEN,79,CLAY,28025,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.claysheriffms.org/page.php?id=7,2018-03-28,IMAGERY/OTHER,2020-01-07,http://www.claysheriffms.org/,NOT AVAILABLE,160,0.00521868688119,628.8606420277919,6.61823814e-07,81,81,,,,,,,,,,
38,39,Humphreys State Inmates,HHRMS,Holmes-Humphreys County,MS,ICS,,2021-03-06T02:48:41.990Z,,,HOLMES COUNTY SHERIFF DEPARTMENT,"23240 MS-12, Lexington, MS 39095, United States",-90.02511489999999,33.1063782,Holmes County,ChIJQ_zS_J__gYgRIVpzVwjwfwk,MS,2909,2910,10001810,HOLMES-HUMPHREYS COUNTY REG CORRECTIONAL FACILITY,23234 HWY 12 E,LEXINGTON,MS,39095,-999,(662) 834-5016,COUNTY,OPEN,256,HOLMES,28051,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mdoc.ms.gov/Admin-Finance/Pages/Monthly-Facts.aspx,2017-12-04,IMAGERY/OTHER,2020-01-07,https://www.mdoc.ms.gov/Institutions/Pages/Regional-Facilities.aspx#Leake,MEDIUM,280,0.00569046956567,680.6564239495665,1.299373844e-06,58,56,,,,,,,,,,
39,40,Jefferson Franklin County Regional Correctional Facility,JEFMS,Jefferson County Sheriffs Office,MS,ICS,,2021-03-06T02:48:43.790Z,,,JEFFERSON FRANKLIN CORRECTIONS,"279 MS-33, Fayette, MS 39069, United States",-91.0751725,31.7002408,Jefferson County,ChIJfSKkzHmoKIYRQ3dRB4Vt0sc,MS,2964,2965,10006213,JEFFERSON COUNTY COMMUNITY WORK CENTER,101 CORRECTIONS ROAD,FAYETTE,MS,39069,-999,(601) 786-3556,STATE,CLOSED,0,JEFFERSON,28063,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mdoc.ms.gov/Community-Corrections/Pages/Community-Work-Centers-List.aspx,2015-05-22,IMAGERY/OTHER,2020-01-07,https://www.mdoc.ms.gov/Pages/Facility-Locations.aspx#Restitution,NOT AVAILABLE,102,0.00385322776775,459.40100159727103,9.22982142e-07,56,60,,,,,,,,,,
40,41, State,JEFMS,Jefferson County Sheriffs Office,MS,ICS,,2021-03-06T02:48:44.782Z,,,JEFFERSON FRANKLIN CORRECTIONS,"279 MS-33, Fayette, MS 39069, United States",-91.0751725,31.7002408,Jefferson County,ChIJfSKkzHmoKIYRQ3dRB4Vt0sc,MS,2964,2965,10006213,JEFFERSON COUNTY COMMUNITY WORK CENTER,101 CORRECTIONS ROAD,FAYETTE,MS,39069,-999,(601) 786-3556,STATE,CLOSED,0,JEFFERSON,28063,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mdoc.ms.gov/Community-Corrections/Pages/Community-Work-Centers-List.aspx,2015-05-22,IMAGERY/OTHER,2020-01-07,https://www.mdoc.ms.gov/Pages/Facility-Locations.aspx#Restitution,NOT AVAILABLE,102,0.00385322776775,459.40100159727103,9.22982142e-07,56,14,,,,,,,,,,
39,40,Jefferson Franklin County Regional Correctional Facility,JEFMS,Jefferson County Sheriffs Office,MS,ICS,,2021-03-06T02:48:43.790Z,,,JEFFERSON FRANKLIN CORRECTIONS,"279 MS-33, Fayette, MS 39069, United States",-91.0751725,31.7002408,Jefferson County,ChIJfSKkzHmoKIYRQ3dRB4Vt0sc,MS,2922,2923,10001819,JEFFERSON-FRANKLIN COUNTY REG CORRECTIONAL FACILITY,279 HWY 33,FAYETTE,MS,39069,-999,(601) 786-2284,COUNTY,OPEN,273,JEFFERSON,28063,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mdoc.ms.gov/Institutions/Pages/Regional-Facilities.aspx#Leake,2017-12-04,IMAGERY/OTHER,2020-01-07,http://www.jeffersoncountyms.com/sheriff,MEDIUM,280,0.00580594974249,711.3704896523333,1.664826794e-06,75,96,,,,,,,,,,
40,41, State,JEFMS,Jefferson County Sheriffs Office,MS,ICS,,2021-03-06T02:48:44.782Z,,,JEFFERSON FRANKLIN CORRECTIONS,"279 MS-33, Fayette, MS 39069, United States",-91.0751725,31.7002408,Jefferson County,ChIJfSKkzHmoKIYRQ3dRB4Vt0sc,MS,2922,2923,10001819,JEFFERSON-FRANKLIN COUNTY REG CORRECTIONAL FACILITY,279 HWY 33,FAYETTE,MS,39069,-999,(601) 786-2284,COUNTY,OPEN,273,JEFFERSON,28063,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mdoc.ms.gov/Institutions/Pages/Regional-Facilities.aspx#Leake,2017-12-04,IMAGERY/OTHER,2020-01-07,http://www.jeffersoncountyms.com/sheriff,MEDIUM,280,0.00580594974249,711.3704896523333,1.664826794e-06,75,14,,,,,,,,,,
41,42,Sunflower County Jail,SUNMS,Sunflower County,MS,ICS,,2021-03-06T02:48:45.546Z,,,SUNFLOWER COUNTY SHERIFF'S OFFICE,"1300 Allen Rd, Indianola, MS 38751, United States",-90.6298475,33.4480134,Sunflower County,ChIJ_0Hifnq1K4YR3MN0ZifG6UI,MS,5948,5949,10005551,SUNFLOWER COUNTY JAIL,1300 ALLEN ROAD,INDIANOLA,MS,38751,-999,(662) 887-2121,COUNTY,OPEN,-999,SUNFLOWER,28133,USA,922140,CORRECTIONAL INSTITUTIONS,http://sunflowersheriffoffice.org/,2018-03-28,IMAGERY/OTHER,2020-01-07,http://sunflowersheriffoffice.org/,NOT AVAILABLE,-999,0.00321328792745,391.22753912322503,6.4322503e-07,86,100,,,,,,,,,,
42,43,Tallahatchie County Correctional Facility,CCICS,"CoreCivic of Tennessee, LLC",MS,ICS,,2021-03-06T02:48:46.362Z,,,TALLAHATCHIE COUNTY CORRECTION,"415 US 49, Tutwiler, MS 38963, United States",-90.4462632,34.0269812,Tallahatchie County,ChIJj0J2RqHvKoYRos8aPbwvSxg,MS,5966,5967,10001805,TALLAHATCHIE COUNTY CORRECTIONAL FACILITY,415 US HWY 49 N,TUTWILER,MS,38963,-999,(662) 345-6567,MULTI,OPEN,-999,TALLAHATCHIE,28135,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.corecivic.com/facilities/tallahatchie-county-correctional-facility,2017-10-12,IMAGERY/OTHER,2020-01-07,http://www.cca.com/locations,MAXIMUM,2672,0.0182866515164,2173.180583015339,1.3560499647e-05,85,100,,,,,,,,,,
43,44,Tallahatchie WYDOC,CCICS,"CoreCivic of Tennessee, LLC",MS,ICS,,2021-03-06T02:48:47.411Z,,,TALLAHATCHIE COUNTY CORRECTION,"415 US 49, Tutwiler, MS 38963, United States",-90.4462632,34.0269812,Tallahatchie County,ChIJj0J2RqHvKoYRos8aPbwvSxg,MS,5966,5967,10001805,TALLAHATCHIE COUNTY CORRECTIONAL FACILITY,415 US HWY 49 N,TUTWILER,MS,38963,-999,(662) 345-6567,MULTI,OPEN,-999,TALLAHATCHIE,28135,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.corecivic.com/facilities/tallahatchie-county-correctional-facility,2017-10-12,IMAGERY/OTHER,2020-01-07,http://www.cca.com/locations,MAXIMUM,2672,0.0182866515164,2173.180583015339,1.3560499647e-05,85,80,,,,,,,,,,
44,45,Tallahatchie SCDOC,CCICS,"CoreCivic of Tennessee, LLC",MS,ICS,,2021-03-06T02:48:49.526Z,,,TALLAHATCHIE COUNTY CORRECTION,"415 US 49, Tutwiler, MS 38963, United States",-90.4462632,34.0269812,Tallahatchie County,ChIJj0J2RqHvKoYRos8aPbwvSxg,MS,5966,5967,10001805,TALLAHATCHIE COUNTY CORRECTIONAL FACILITY,415 US HWY 49 N,TUTWILER,MS,38963,-999,(662) 345-6567,MULTI,OPEN,-999,TALLAHATCHIE,28135,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.corecivic.com/facilities/tallahatchie-county-correctional-facility,2017-10-12,IMAGERY/OTHER,2020-01-07,http://www.cca.com/locations,MAXIMUM,2672,0.0182866515164,2173.180583015339,1.3560499647e-05,85,80,,,,,,,,,,
45,46,Tallahatchie ICE,CCICS,"CoreCivic of Tennessee, LLC",MS,ICS,,2021-03-06T02:48:50.544Z,,,TALLAHATCHIE COUNTY CORRECTION,"415 US 49, Tutwiler, MS 38963, United States",-90.4462632,34.0269812,Tallahatchie County,ChIJj0J2RqHvKoYRos8aPbwvSxg,MS,5966,5967,10001805,TALLAHATCHIE COUNTY CORRECTIONAL FACILITY,415 US HWY 49 N,TUTWILER,MS,38963,-999,(662) 345-6567,MULTI,OPEN,-999,TALLAHATCHIE,28135,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.corecivic.com/facilities/tallahatchie-county-correctional-facility,2017-10-12,IMAGERY/OTHER,2020-01-07,http://www.cca.com/locations,MAXIMUM,2672,0.0182866515164,2173.180583015339,1.3560499647e-05,85,86,,,,,,,,,,
46,47,Tallahatchie VTDOC,CCICS,"CoreCivic of Tennessee, LLC",MS,ICS,,2021-03-06T02:48:51.482Z,,,TALLAHATCHIE COUNTY CORRECTION,"415 US 49, Tutwiler, MS 38963, United States",-90.4462632,34.0269812,Tallahatchie County,ChIJj0J2RqHvKoYRos8aPbwvSxg,MS,5966,5967,10001805,TALLAHATCHIE COUNTY CORRECTIONAL FACILITY,415 US HWY 49 N,TUTWILER,MS,38963,-999,(662) 345-6567,MULTI,OPEN,-999,TALLAHATCHIE,28135,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.corecivic.com/facilities/tallahatchie-county-correctional-facility,2017-10-12,IMAGERY/OTHER,2020-01-07,http://www.cca.com/locations,MAXIMUM,2672,0.0182866515164,2173.180583015339,1.3560499647e-05,85,80,,,,,,,,,,
49,50,Boone County Jail,BCSMO,Boone County Sheriffs Department,MO,ICS,,2021-03-06T02:48:59.020Z,,,BOONE COUNTY SHERIFF’S DEPARTMENT,"2121 County Dr, Columbia, MO 65202, United States",-92.3073175,39.0048301,Boone County,ChIJRSsrwIDI3IcRlHVsBPJatws,MO,5865,5866,10004051,BOONE COUNTY JAIL,2121 COUNTY DR,COLUMBIA,MO,65202,-999,(573) 875-1111,COUNTY,OPEN,230,BOONE,29019,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.boonecountymo.org/sheriff/jail/operations.asp,2018-03-23,IMAGERY/OTHER,2020-01-31,https://www.boonecountymo.org/sheriff/,NOT AVAILABLE,210,0.00437686703406,551.4032331597937,9.24954637e-07,83,100,,,,,,,,,,
50,51,Butler County Jail,BTRMO,Butler County Sheriffs Office,MO,ICS,,2021-03-06T02:48:59.694Z,,,BUTLER COUNTY SHERIFF'S DEPARTMENT,"200 Oak St, Poplar Bluff, MO 63901, United States",-90.3923969,36.757013,Butler County,ChIJo-2YN8Cw14cRwxVzFQssLkE,MO,1140,1141,10005896,BUTLER COUNTY DETENTION CENTER,200 PHILLIP KEARBY BLVD,POPLAR BLUFF,MO,63901,-999,(573) 686-8067,COUNTY,OPEN,-999,BUTLER,29023,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bcsheriff.com/contact.php,2018-03-26,IMAGERY/OTHER,2020-01-31,https://www.bcsheriff.com/index.php,NOT AVAILABLE,-999,0.00255092708385,315.87423635846244,3.32352064e-07,66,84,,,,,,,,,,
